% Data generated on Wed Nov 18 22:18:18 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-1.20,0.29,-0.05,0.04,-0.08,0.17,0.19,0.04,0.11,0.06,0.04,0.03,-0.01,0.00,-0.02,-0.01,0.01,-0.02,-0.05,-0.00,-0.03,-0.03,0.00,-0.03,NOT_EX
-0.01,0.00,-0.02,-0.01,0.01,-0.02,-0.05,-0.00,-0.03,-0.03,0.00,-0.03,-0.05,-0.00,-0.03,-0.03,-0.00,-0.03,-0.02,0.00,-0.02,-0.01,-0.01,-0.02,NOT_EX
-0.05,-0.00,-0.03,-0.03,-0.00,-0.03,-0.02,0.00,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.00,-0.01,-0.02,0.01,0.00,-0.01,0.01,-0.01,-0.01,NOT_EX
-0.01,-0.01,-0.01,-0.00,-0.01,-0.02,0.01,0.00,-0.01,0.01,-0.01,-0.01,0.01,0.00,-0.00,-0.03,0.01,-0.02,-0.06,-0.01,-0.03,0.03,0.01,-0.02,NOT_EX
0.01,0.00,-0.00,-0.03,0.01,-0.02,-0.06,-0.01,-0.03,0.03,0.01,-0.02,0.03,0.01,0.01,0.03,-0.00,-0.01,0.01,-0.01,-0.01,0.02,0.00,-0.00,NOT_EX
3.38,-3.88,-0.29,0.14,-1.37,-1.64,0.62,0.23,-1.59,-0.02,3.91,-4.39,-1.51,4.15,-1.55,-7.58,0.73,4.82,-1.99,-3.57,1.89,-1.06,-5.29,-0.86,EX_PEAK
-1.98,-1.43,-2.53,0.81,-0.02,-1.68,0.23,0.74,-1.76,0.27,4.28,-4.95,0.09,2.30,-0.78,-3.34,4.98,1.80,-1.43,0.22,2.99,-1.65,-3.28,2.22,EX_PEAK
-0.88,-1.84,-3.96,-0.03,-0.12,-0.99,0.27,2.35,-2.62,-1.50,0.27,-0.68,-1.16,4.88,-0.79,-3.74,1.88,1.72,-3.76,-1.39,4.07,-2.56,-2.98,2.63,EX_PEAK
-1.35,-5.06,-1.60,0.19,-1.96,-3.30,0.87,-0.39,-1.55,0.40,2.49,-2.41,0.51,4.31,-1.03,-4.69,4.89,2.48,-3.32,-1.56,3.80,-1.05,-1.37,0.03,EX_PEAK
-1.47,-0.37,-1.32,-0.04,-0.41,-2.55,-3.34,1.50,-0.54,-1.45,2.67,-0.26,-1.13,3.03,-0.69,-2.70,1.30,1.16,-4.10,-2.98,4.56,-1.01,-2.03,0.85,EX_PEAK
-0.25,-7.26,-1.69,-0.21,-1.16,-2.32,0.71,0.47,-1.48,-0.77,2.34,-2.13,0.03,5.58,-1.61,-1.19,1.91,1.37,-1.08,0.39,1.74,-2.54,-4.73,1.73,EX_PEAK
0.82,-2.31,-0.74,-0.52,-1.72,-4.31,2.79,0.56,-2.54,0.33,5.20,-4.65,-0.84,1.49,-0.48,-1.41,3.11,-0.89,-2.18,1.00,1.40,-3.53,-3.83,4.17,EX_PEAK
-1.33,-2.53,0.65,0.47,-2.96,-1.26,0.34,-2.00,-5.36,0.81,2.09,-3.56,0.27,-1.13,0.44,0.80,3.71,-0.93,-0.80,2.37,-0.27,-6.56,-1.09,4.03,EX_PEAK
2.54,-3.46,-3.37,-0.24,-3.29,-2.59,0.01,0.31,-1.55,-0.90,3.52,-2.75,0.36,0.15,-0.11,0.03,1.60,0.04,-5.21,0.61,2.38,-1.42,-4.58,2.11,EX_PEAK
-0.02,-0.81,-0.70,0.27,-0.67,-5.41,0.15,0.20,-1.66,0.01,4.41,-4.01,-2.58,1.18,0.06,-0.68,1.92,0.75,-3.88,2.11,1.27,-4.87,-3.64,4.05,EX_PEAK
-0.02,3.91,-4.39,-1.51,4.15,-1.55,-7.58,0.73,4.82,-1.99,-3.57,1.89,-1.06,-5.29,-0.86,-1.98,-1.43,-2.53,0.81,-0.02,-1.68,0.23,0.74,-1.76,EX_TROU
0.09,2.30,-0.78,-3.34,4.98,1.80,-1.43,0.22,2.99,-1.65,-3.28,2.22,-0.57,-5.79,-1.25,-0.88,-1.84,-3.96,-0.03,-0.12,-0.99,0.27,2.35,-2.62,EX_TROU
-1.16,4.88,-0.79,-3.74,1.88,1.72,-3.76,-1.39,4.07,-2.56,-2.98,2.63,-1.35,-5.06,-1.60,0.19,-1.96,-3.30,0.87,-0.39,-1.55,0.40,2.49,-2.41,EX_TROU
0.40,2.49,-2.41,0.51,4.31,-1.03,-4.69,4.89,2.48,-3.32,-1.56,3.80,-1.05,-1.37,0.03,-1.32,-4.97,-1.07,-1.47,-0.37,-1.32,-0.04,-0.41,-2.55,EX_TROU
-1.13,3.03,-0.69,-2.70,1.30,1.16,-4.10,-2.98,4.56,-1.01,-2.03,0.85,-0.25,-7.26,-1.69,-0.21,-1.16,-2.32,0.71,0.47,-1.48,-0.77,2.34,-2.13,EX_TROU
0.03,5.58,-1.61,-1.19,1.91,1.37,-1.08,0.39,1.74,-2.54,-4.73,1.73,0.82,-2.31,-0.74,-0.52,-1.72,-4.31,2.79,0.56,-2.54,0.33,5.20,-4.65,EX_TROU
-1.41,3.11,-0.89,-2.18,1.00,1.40,-3.53,-3.83,4.17,-1.33,-2.53,0.65,0.47,-2.96,-1.26,0.34,-2.00,-5.36,0.81,2.09,-3.56,0.27,-1.13,0.44,EX_TROU
-0.80,2.37,-0.27,-6.56,-1.09,4.03,-2.38,-0.63,3.13,-0.53,-1.44,-0.29,2.54,-3.46,-3.37,-0.24,-3.29,-2.59,0.01,0.31,-1.55,-0.90,3.52,-2.75,EX_TROU
0.03,1.60,0.04,-5.21,0.61,2.38,-1.42,-4.58,2.11,0.18,-2.93,-1.14,-0.02,-0.81,-0.70,0.27,-0.67,-5.41,0.15,0.20,-1.66,0.01,4.41,-4.01,EX_TROU
2.03,-2.33,4.30,-0.97,-3.07,5.72,-0.30,-1.47,4.67,-2.17,3.28,4.81,-0.74,4.32,1.67,0.18,4.68,0.12,0.04,2.27,-0.86,1.49,1.35,-5.46,EX_PEAK
-0.65,-3.25,6.11,-1.58,-0.73,4.31,-0.65,1.13,3.16,-1.19,4.21,2.65,-0.51,2.04,0.41,0.57,3.89,-0.61,0.68,1.04,-2.26,3.93,0.26,-5.37,EX_PEAK
0.41,-0.56,2.92,-0.57,-0.16,3.44,-1.39,2.17,2.33,-1.46,1.91,1.76,0.62,2.78,0.52,-0.19,2.69,-0.47,1.01,1.30,-0.99,2.31,1.22,-5.84,EX_PEAK
-0.65,-0.80,2.75,-0.77,-0.26,4.35,-2.70,2.58,4.55,1.73,1.48,-0.36,0.14,2.49,-0.24,-0.14,0.99,-0.22,1.27,0.78,-3.30,2.65,0.11,-3.47,EX_PEAK
-0.21,-0.58,2.51,-0.47,-0.37,3.37,-1.47,1.95,3.18,0.84,0.73,-0.17,3.76,-0.92,-1.86,0.01,1.85,-0.22,-1.02,0.80,-0.57,-0.24,1.81,-3.15,EX_PEAK
-0.25,-0.15,1.32,0.23,-0.54,3.50,-2.02,2.22,3.72,0.74,3.86,1.36,0.57,2.33,-0.14,0.40,1.50,-0.89,0.72,1.41,-4.36,2.98,1.40,-3.33,EX_PEAK
0.09,-0.77,2.13,-0.19,-0.40,4.25,-0.64,0.26,1.85,0.18,1.44,0.64,-0.46,0.53,-0.10,0.36,2.79,-0.42,1.23,1.26,-1.64,0.10,1.00,-1.80,EX_PEAK
-0.52,-0.69,1.58,0.41,-0.56,1.99,0.79,-0.21,3.12,-1.57,3.10,4.11,1.68,3.35,-0.56,0.84,1.03,-0.01,0.51,-0.03,-1.96,1.57,1.16,-3.73,EX_PEAK
0.73,-0.88,3.52,-0.47,-0.60,2.58,-3.05,3.20,5.78,-0.10,0.21,-0.42,-0.00,1.93,0.09,0.09,2.27,-0.47,1.57,1.44,-4.61,2.24,0.86,-2.41,EX_PEAK
2.16,2.75,-0.29,0.77,1.40,-1.98,3.75,0.43,-4.35,3.32,-2.16,-2.78,0.97,-2.11,1.80,2.03,-2.33,4.30,-0.97,-3.07,5.72,-0.30,-1.47,4.67,EX_TROU
0.04,2.27,-0.86,1.49,1.35,-5.46,1.70,-0.06,-0.04,5.44,-4.01,-0.92,-2.06,-2.04,2.20,0.44,-3.09,4.45,-0.65,-3.25,6.11,-1.58,-0.73,4.31,EX_TROU
0.57,3.89,-0.61,0.68,1.04,-2.26,3.93,0.26,-5.37,4.99,-3.81,-2.74,-0.62,-1.27,1.43,0.89,-0.62,1.49,0.41,-0.56,2.92,-0.57,-0.16,3.44,EX_TROU
1.01,1.30,-0.99,2.31,1.22,-5.84,1.96,-0.68,-0.07,5.86,-2.23,1.41,-0.66,-3.13,2.26,-0.95,-2.45,4.30,-0.65,-0.80,2.75,-0.77,-0.26,4.35,EX_TROU
2.65,0.11,-3.47,4.18,-2.90,-3.14,-1.59,-1.42,0.15,1.58,-0.42,0.46,1.63,-1.56,2.63,-0.21,-0.58,2.51,-0.47,-0.37,3.37,-1.47,1.95,3.18,EX_TROU
0.01,1.85,-0.22,-1.02,0.80,-0.57,-0.24,1.81,-3.15,2.99,0.04,-3.18,8.67,-3.59,-3.15,-1.64,-1.81,2.21,-0.23,-2.66,4.12,-0.25,-0.15,1.32,EX_TROU
0.40,1.50,-0.89,0.72,1.41,-4.36,2.98,1.40,-3.33,5.02,-1.04,-0.53,0.37,-1.64,0.93,-0.59,-2.35,3.24,0.09,-0.77,2.13,-0.19,-0.40,4.25,EX_TROU
0.36,2.79,-0.42,1.23,1.26,-1.64,0.10,1.00,-1.80,1.13,-1.12,1.04,2.42,-2.25,1.88,0.08,-1.49,1.34,-0.52,-0.69,1.58,0.41,-0.56,1.99,EX_TROU
0.51,-0.03,-1.96,1.57,1.16,-3.73,3.40,-1.71,-2.30,3.27,-1.80,1.55,0.19,-0.88,0.97,0.73,-0.88,3.52,-0.47,-0.60,2.58,-3.05,3.20,5.78,EX_TROU
0.09,2.27,-0.47,1.57,1.44,-4.61,2.24,0.86,-2.41,6.47,-2.20,-0.89,-0.91,-1.43,2.34,-1.79,-0.10,1.27,0.69,-0.71,2.74,0.24,0.64,3.44,EX_TROU
0.16,0.22,0.20,0.05,0.13,0.28,-0.25,-0.07,0.05,-0.06,-0.01,-0.43,0.03,-0.04,-0.37,-0.30,-0.02,-0.20,-0.38,-0.39,0.29,-0.78,-1.49,0.57,NOT_EX
0.03,-0.04,-0.37,-0.30,-0.02,-0.20,-0.38,-0.39,0.29,-0.78,-1.49,0.57,-1.14,-4.17,0.13,0.50,0.12,-1.55,-0.77,2.43,-0.94,0.08,2.51,-0.62,NOT_EX
-1.14,-4.17,0.13,0.50,0.12,-1.55,-0.77,2.43,-0.94,0.08,2.51,-0.62,0.56,2.16,0.06,0.53,-1.73,-0.04,1.10,-0.49,0.50,1.00,-0.15,0.04,NOT_EX
0.56,2.16,0.06,0.53,-1.73,-0.04,1.10,-0.49,0.50,1.00,-0.15,0.04,0.44,0.12,-0.19,0.31,-0.02,-0.20,-0.27,-0.94,0.21,-0.21,-2.74,0.88,NOT_EX
0.44,0.12,-0.19,0.31,-0.02,-0.20,-0.27,-0.94,0.21,-0.21,-2.74,0.88,0.42,-5.49,0.45,0.57,1.33,-0.72,-0.42,3.09,-1.26,0.37,2.03,0.08,NOT_EX
0.42,-5.49,0.45,0.57,1.33,-0.72,-0.42,3.09,-1.26,0.37,2.03,0.08,-1.12,1.77,1.30,0.30,-1.79,0.43,-0.18,-0.45,-0.53,0.20,-0.02,-0.10,NOT_EX
-1.12,1.77,1.30,0.30,-1.79,0.43,-0.18,-0.45,-0.53,0.20,-0.02,-0.10,-0.14,-0.11,-0.02,0.28,0.13,-0.23,-0.22,-0.46,0.13,-0.40,-2.36,0.46,NOT_EX
-0.14,-0.11,-0.02,0.28,0.13,-0.23,-0.22,-0.46,0.13,-0.40,-2.36,0.46,0.06,-4.82,0.83,-0.00,1.44,-1.56,-0.75,2.93,-0.09,-0.49,2.69,0.28,NOT_EX
0.06,-4.82,0.83,-0.00,1.44,-1.56,-0.75,2.93,-0.09,-0.49,2.69,0.28,0.07,1.04,1.16,-0.50,0.75,1.57,0.29,-6.00,0.43,-2.96,-0.55,-0.45,NOT_EX
0.07,1.04,1.16,-0.50,0.75,1.57,0.29,-6.00,0.43,-2.96,-0.55,-0.45,1.02,-0.08,0.27,-0.14,-0.05,-0.13,-0.40,-0.20,-0.30,-0.63,-0.37,-0.37,NOT_EX
1.02,-0.08,0.27,-0.14,-0.05,-0.13,-0.40,-0.20,-0.30,-0.63,-0.37,-0.37,-0.81,-0.55,-0.06,-1.39,-0.39,-1.75,-5.41,1.67,-5.39,-0.61,0.58,-4.82,NOT_EX
-0.81,-0.55,-0.06,-1.39,-0.39,-1.75,-5.41,1.67,-5.39,-0.61,0.58,-4.82,-1.71,0.33,-2.80,-0.31,-0.07,-1.75,-0.44,0.06,-0.64,0.12,-0.14,-0.84,NOT_EX
-1.71,0.33,-2.80,-0.31,-0.07,-1.75,-0.44,0.06,-0.64,0.12,-0.14,-0.84,-1.00,-0.40,-1.15,-1.14,-2.25,0.64,-1.80,1.39,1.10,1.26,0.09,0.24,NOT_EX
-1.00,-0.40,-1.15,-1.14,-2.25,0.64,-1.80,1.39,1.10,1.26,0.09,0.24,-0.08,-0.00,0.12,-0.60,-0.02,-0.39,-0.62,-0.10,-0.25,1.28,0.08,-0.12,NOT_EX
-0.08,-0.00,0.12,-0.60,-0.02,-0.39,-0.62,-0.10,-0.25,1.28,0.08,-0.12,-0.11,-0.82,0.05,-0.78,-3.38,1.17,0.02,1.74,-1.70,-0.88,3.03,0.82,NOT_EX
-0.11,-0.82,0.05,-0.78,-3.38,1.17,0.02,1.74,-1.70,-0.88,3.03,0.82,-0.83,2.92,0.04,0.86,2.64,-0.10,0.10,0.28,-0.31,1.46,0.77,0.90,NOT_EX
-0.83,2.92,0.04,0.86,2.64,-0.10,0.10,0.28,-0.31,1.46,0.77,0.90,-0.77,0.24,-0.07,0.21,0.07,-0.15,-0.05,-0.14,-0.19,-0.26,-1.08,0.02,NOT_EX
-0.77,0.24,-0.07,0.21,0.07,-0.15,-0.05,-0.14,-0.19,-0.26,-1.08,0.02,0.33,-3.73,0.33,0.63,-2.61,-0.21,0.28,2.97,0.52,-2.09,2.08,-1.56,NOT_EX
0.33,-3.73,0.33,0.63,-2.61,-0.21,0.28,2.97,0.52,-2.09,2.08,-1.56,0.90,2.13,2.45,0.14,0.21,-0.88,1.09,-0.50,1.14,0.21,0.00,-0.08,NOT_EX
0.90,2.13,2.45,0.14,0.21,-0.88,1.09,-0.50,1.14,0.21,0.00,-0.08,-0.26,0.00,-0.15,-0.18,-0.28,-0.10,-0.47,-0.87,0.16,-0.24,-3.22,0.96,NOT_EX
-0.26,0.00,-0.15,-0.18,-0.28,-0.10,-0.47,-0.87,0.16,-0.24,-3.22,0.96,-1.60,-1.76,0.33,1.26,2.62,0.34,-2.03,2.79,-0.86,1.27,1.06,-1.34,NOT_EX
-1.60,-1.76,0.33,1.26,2.62,0.34,-2.03,2.79,-0.86,1.27,1.06,-1.34,-3.59,-1.63,0.27,3.66,2.42,-0.89,-0.65,0.66,-1.17,-0.80,-0.04,0.01,NOT_EX
-3.59,-1.63,0.27,3.66,2.42,-0.89,-0.65,0.66,-1.17,-0.80,-0.04,0.01,-0.20,-0.01,-0.04,-0.31,0.02,-0.27,-0.53,-0.17,-0.42,-1.53,-0.66,-0.75,NOT_EX
-0.20,-0.01,-0.04,-0.31,0.02,-0.27,-0.53,-0.17,-0.42,-1.53,-0.66,-0.75,-2.32,1.47,-3.76,-1.92,0.33,-4.22,-1.63,-0.40,-3.38,-2.12,-0.00,-1.99,NOT_EX
-2.32,1.47,-3.76,-1.92,0.33,-4.22,-1.63,-0.40,-3.38,-2.12,-0.00,-1.99,3.29,1.37,-2.32,-2.05,0.99,-0.31,-1.36,-0.16,-0.27,-1.77,0.01,-0.05,NOT_EX
3.29,1.37,-2.32,-2.05,0.99,-0.31,-1.36,-0.16,-0.27,-1.77,0.01,-0.05,-0.62,0.11,-0.44,-1.33,-0.32,-1.86,1.78,1.47,-0.53,2.87,1.62,-1.25,NOT_EX
-0.62,0.11,-0.44,-1.33,-0.32,-1.86,1.78,1.47,-0.53,2.87,1.62,-1.25,-1.85,0.39,0.23,1.22,-0.98,1.06,-0.37,-0.22,0.18,-0.65,-0.23,-0.02,NOT_EX
-1.85,0.39,0.23,1.22,-0.98,1.06,-0.37,-0.22,0.18,-0.65,-0.23,-0.02,0.10,-0.16,-0.20,-0.40,-0.69,0.12,-0.58,-1.28,0.36,-0.52,-3.86,0.72,NOT_EX
0.10,-0.16,-0.20,-0.40,-0.69,0.12,-0.58,-1.28,0.36,-0.52,-3.86,0.72,-0.05,2.20,-2.99,1.63,1.74,-0.62,-0.05,2.22,0.68,0.02,1.95,2.03,NOT_EX
-0.05,2.20,-2.99,1.63,1.74,-0.62,-0.05,2.22,0.68,0.02,1.95,2.03,1.39,-0.18,-0.70,0.68,-1.00,-1.34,0.07,-0.44,0.14,-0.76,-1.16,0.25,NOT_EX
1.39,-0.18,-0.70,0.68,-1.00,-1.34,0.07,-0.44,0.14,-0.76,-1.16,0.25,-0.38,-1.20,0.36,0.14,-3.32,0.65,-1.21,-1.60,-0.23,0.48,2.25,-0.33,NOT_EX
-0.38,-1.20,0.36,0.14,-3.32,0.65,-1.21,-1.60,-0.23,0.48,2.25,-0.33,-0.65,3.56,0.08,-0.62,2.74,1.55,4.30,0.18,-1.66,1.99,-1.67,-1.47,NOT_EX
-0.65,3.56,0.08,-0.62,2.74,1.55,4.30,0.18,-1.66,1.99,-1.67,-1.47,0.98,-0.53,0.18,0.35,-0.22,-0.00,-0.72,-0.96,-0.02,-0.37,-1.27,0.17,NOT_EX
0.98,-0.53,0.18,0.35,-0.22,-0.00,-0.72,-0.96,-0.02,-0.37,-1.27,0.17,0.63,-3.49,-0.43,-0.61,0.63,-2.93,0.01,1.29,3.69,-3.33,3.58,-0.85,NOT_EX
0.63,-3.49,-0.43,-0.61,0.63,-2.93,0.01,1.29,3.69,-3.33,3.58,-0.85,0.45,3.09,0.19,0.97,-1.37,-0.72,1.98,5.49,-0.29,-1.07,-0.06,-0.57,NOT_EX
0.45,3.09,0.19,0.97,-1.37,-0.72,1.98,5.49,-0.29,-1.07,-0.06,-0.57,-0.13,-0.42,-0.12,-0.38,-0.51,-0.18,-0.54,-1.13,0.29,-0.12,-3.63,0.31,NOT_EX
-0.13,-0.42,-0.12,-0.38,-0.51,-0.18,-0.54,-1.13,0.29,-0.12,-3.63,0.31,-2.59,1.14,-3.20,0.55,3.34,0.00,-1.23,2.95,0.50,0.90,2.91,-0.04,NOT_EX
-2.59,1.14,-3.20,0.55,3.34,0.00,-1.23,2.95,0.50,0.90,2.91,-0.04,-2.35,-0.79,0.65,1.11,3.09,1.22,0.58,-0.19,0.09,-0.12,-0.13,0.17,NOT_EX
-2.35,-0.79,0.65,1.11,3.09,1.22,0.58,-0.19,0.09,-0.12,-0.13,0.17,-0.37,-0.27,0.04,-0.76,-0.47,-0.43,-0.72,-0.53,-0.21,-0.62,-0.83,-0.61,NOT_EX
-0.37,-0.27,0.04,-0.76,-0.47,-0.43,-0.72,-0.53,-0.21,-0.62,-0.83,-0.61,-5.82,3.03,-6.73,-1.75,0.88,-7.08,-3.42,0.79,-3.74,-0.21,0.22,-1.43,NOT_EX
-5.82,3.03,-6.73,-1.75,0.88,-7.08,-3.42,0.79,-3.74,-0.21,0.22,-1.43,-1.04,0.72,0.33,-1.07,-0.23,-0.25,-0.45,-0.06,-0.04,-0.06,-0.28,-0.08,NOT_EX
-1.04,0.72,0.33,-1.07,-0.23,-0.25,-0.45,-0.06,-0.04,-0.06,-0.28,-0.08,-0.27,-0.41,0.25,-0.19,-0.55,-0.03,0.64,-0.06,-0.20,0.67,-0.93,-0.28,NOT_EX
-0.27,-0.41,0.25,-0.19,-0.55,-0.03,0.64,-0.06,-0.20,0.67,-0.93,-0.28,-4.24,0.10,-1.26,-0.81,1.69,-0.49,0.38,2.17,0.57,-0.88,0.04,-0.36,NOT_EX
-4.24,0.10,-1.26,-0.81,1.69,-0.49,0.38,2.17,0.57,-0.88,0.04,-0.36,0.96,-5.95,0.97,1.39,-2.80,-0.83,0.54,0.12,0.02,-0.20,-0.10,-0.06,NOT_EX
0.96,-5.95,0.97,1.39,-2.80,-0.83,0.54,0.12,0.02,-0.20,-0.10,-0.06,-0.26,-0.18,-0.05,0.02,-0.42,-0.31,-0.35,-1.19,0.25,1.05,-4.43,0.15,NOT_EX
-0.26,-0.18,-0.05,0.02,-0.42,-0.31,-0.35,-1.19,0.25,1.05,-4.43,0.15,-2.78,1.32,-1.79,0.32,3.39,0.91,-1.84,3.81,0.27,1.16,0.91,1.07,NOT_EX
-2.78,1.32,-1.79,0.32,3.39,0.91,-1.84,3.81,0.27,1.16,0.91,1.07,-1.69,-2.85,0.00,-1.39,3.27,0.71,-1.04,-0.12,0.14,-0.10,0.01,-0.34,NOT_EX
-1.69,-2.85,0.00,-1.39,3.27,0.71,-1.04,-0.12,0.14,-0.10,0.01,-0.34,-0.04,-0.11,-0.40,-0.13,-0.50,-0.36,-0.28,-2.27,0.18,-1.37,-6.39,0.32,NOT_EX
-0.04,-0.11,-0.40,-0.13,-0.50,-0.36,-0.28,-2.27,0.18,-1.37,-6.39,0.32,4.08,1.76,-0.46,0.13,2.08,0.78,-0.32,-0.97,2.93,-1.38,1.44,1.38,NOT_EX
4.08,1.76,-0.46,0.13,2.08,0.78,-0.32,-0.97,2.93,-1.38,1.44,1.38,0.03,-1.42,0.01,0.31,-0.06,0.48,0.66,0.09,-0.20,0.05,-0.01,-0.26,NOT_EX
0.03,-1.42,0.01,0.31,-0.06,0.48,0.66,0.09,-0.20,0.05,-0.01,-0.26,-0.22,-0.38,-0.34,-0.39,-1.59,0.14,-0.02,-4.35,-0.25,-0.95,1.03,-2.51,NOT_EX
-0.22,-0.38,-0.34,-0.39,-1.59,0.14,-0.02,-4.35,-0.25,-0.95,1.03,-2.51,-0.82,2.70,-0.15,-0.98,3.60,-0.19,-0.20,1.41,1.01,-1.59,-0.71,0.64,NOT_EX
-0.82,2.70,-0.15,-0.98,3.60,-0.19,-0.20,1.41,1.01,-1.59,-0.71,0.64,-0.70,-2.82,-0.58,-0.90,-1.03,-0.66,-0.16,-0.47,-0.06,-0.42,-1.44,0.19,NOT_EX
-0.70,-2.82,-0.58,-0.90,-1.03,-0.66,-0.16,-0.47,-0.06,-0.42,-1.44,0.19,0.18,-2.72,0.27,-3.42,-0.53,0.37,0.19,1.49,-0.13,-0.64,3.39,0.26,NOT_EX
0.18,-2.72,0.27,-3.42,-0.53,0.37,0.19,1.49,-0.13,-0.64,3.39,0.26,0.63,3.06,-0.19,-0.66,1.02,-0.36,3.01,-1.58,-2.42,-0.41,-2.16,-1.05,NOT_EX
0.63,3.06,-0.19,-0.66,1.02,-0.36,3.01,-1.58,-2.42,-0.41,-2.16,-1.05,-0.13,-0.12,0.06,-0.26,-0.15,0.05,-0.24,-0.33,-0.46,-0.58,-0.69,-0.53,NOT_EX
-0.13,-0.12,0.06,-0.26,-0.15,0.05,-0.24,-0.33,-0.46,-0.58,-0.69,-0.53,-0.24,-1.85,-0.46,-0.21,-0.65,-2.73,-7.13,1.61,-1.23,-4.42,0.65,-3.12,NOT_EX
0.38,-3.85,-4.57,0.44,-3.32,-0.35,1.47,-0.96,1.29,1.33,1.26,3.14,-0.29,2.79,0.90,0.61,2.49,-4.11,0.52,-1.41,-4.18,0.66,-4.13,-0.79,EX_PEAK
0.52,-1.41,-4.18,0.66,-4.13,-0.79,1.22,-2.07,0.42,2.35,1.45,3.73,1.31,5.72,1.25,1.00,2.95,-3.49,-0.03,-3.13,-3.78,1.97,-4.67,-0.10,EX_PEAK
-0.03,-3.13,-3.78,1.97,-4.67,-0.10,1.16,-1.67,2.14,1.86,2.77,3.98,-1.06,7.76,-1.54,-2.60,0.31,-2.09,-0.07,-4.24,-3.62,2.10,-4.52,-0.35,EX_PEAK
-0.07,-4.24,-3.62,2.10,-4.52,-0.35,1.64,-1.21,1.71,2.89,1.33,3.58,1.53,2.19,-0.02,0.99,4.21,-1.00,2.65,2.17,-1.74,0.57,-4.91,-3.73,EX_PEAK
0.57,-4.91,-3.73,2.19,-2.44,0.65,1.96,-1.11,1.51,2.05,0.07,3.47,2.82,9.50,-2.21,-1.15,1.59,-1.95,0.04,-1.25,-3.46,1.38,-4.60,-2.56,EX_PEAK
1.38,-4.60,-2.56,1.46,-2.24,1.34,2.08,1.13,3.60,2.16,3.10,1.58,-0.37,5.59,-1.93,-1.88,-0.27,-3.12,1.27,-3.29,-3.06,1.37,-3.54,-0.68,EX_PEAK
1.37,-3.54,-0.68,1.59,-2.26,0.94,1.69,1.16,3.01,0.53,2.72,0.94,0.47,4.75,-1.13,-1.20,0.81,-2.63,0.55,-1.75,-4.57,0.51,-3.10,-0.97,EX_PEAK
0.51,-3.10,-0.97,1.68,-2.17,-0.12,2.06,0.31,2.35,3.62,3.60,4.01,1.72,4.33,-1.35,0.29,2.61,-1.52,-1.66,0.17,-3.47,-0.02,-1.80,-3.39,EX_PEAK
0.65,-3.82,-0.21,2.14,-2.33,1.46,1.80,1.19,2.73,0.98,3.35,2.06,-0.60,4.79,-3.08,1.30,2.95,-3.08,-1.20,-1.39,-3.67,0.66,-3.66,-1.83,EX_PEAK
0.66,-3.66,-1.83,2.43,-1.91,0.44,1.53,0.07,1.42,2.16,0.98,2.39,3.49,1.11,1.24,0.79,2.72,-2.07,-0.99,-0.57,-2.73,0.13,-3.38,-3.14,EX_PEAK
1.94,-1.44,0.43,1.67,0.74,2.47,-0.07,2.38,2.49,1.37,2.17,-0.84,-0.75,6.34,-1.48,-1.56,-0.40,-2.60,0.27,-2.08,-2.22,0.46,-3.43,-1.34,EX_PEAK
1.78,2.08,2.36,-0.76,3.34,-0.37,-0.84,2.62,-2.81,0.38,-3.85,-4.57,0.44,-3.32,-0.35,1.47,-0.96,1.29,1.33,1.26,3.14,-0.29,2.79,0.90,EX_TROU
1.33,1.26,3.14,-0.29,2.79,0.90,0.61,2.49,-4.11,0.52,-1.41,-4.18,0.66,-4.13,-0.79,1.22,-2.07,0.42,2.35,1.45,3.73,1.31,5.72,1.25,EX_TROU
2.35,1.45,3.73,1.31,5.72,1.25,1.00,2.95,-3.49,-0.03,-3.13,-3.78,1.97,-4.67,-0.10,1.16,-1.67,2.14,1.86,2.77,3.98,-1.06,7.76,-1.54,EX_TROU
1.16,-1.67,2.14,1.86,2.77,3.98,-1.06,7.76,-1.54,-2.60,0.31,-2.09,-0.07,-4.24,-3.62,2.10,-4.52,-0.35,1.64,-1.21,1.71,2.89,1.33,3.58,EX_TROU
