% Data generated on Wed Nov 18 22:18:12 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-3.88,3.96,1.90,-3.33,-2.99,3.40,-0.26,-2.55,-0.39,0.40,-1.59,-3.58,0.62,0.42,-0.96,0.23,0.74,-1.76,-1.00,2.85,-3.53,EX_TROU
-0.97,3.30,-0.49,-4.70,2.87,2.88,-2.97,-2.94,2.50,-0.46,-3.92,-0.91,-0.97,-1.56,-3.87,-0.03,-0.12,-0.99,0.36,0.28,-1.16,EX_TROU
-2.07,4.86,0.45,-3.31,0.14,2.25,-1.64,-3.57,1.23,-0.97,-6.76,-1.49,0.19,-1.96,-3.30,0.51,1.58,-3.00,0.11,5.30,-5.23,EX_TROU
-1.70,3.45,-0.31,-6.46,-0.43,3.24,-2.76,-4.54,1.95,-3.58,-6.07,0.01,-1.47,-0.37,-1.32,0.27,-0.16,-1.65,0.76,-3.05,1.27,EX_TROU
-1.19,3.68,-0.63,-3.68,-2.77,1.58,-1.16,-1.70,0.68,-0.25,-7.26,-1.69,0.68,-1.33,-2.78,0.85,1.40,-2.39,0.13,1.24,-0.36,EX_TROU
-1.04,5.72,-1.02,-2.04,0.84,1.29,-3.81,-4.14,3.16,0.82,-2.31,-0.74,-2.54,-1.86,-3.38,-0.83,1.28,-1.13,0.41,-1.07,-0.24,EX_TROU
-1.03,1.91,0.39,-4.87,-2.29,3.49,-1.33,-2.53,0.65,0.47,-2.96,-1.26,-1.45,2.17,-2.19,2.22,5.21,-6.74,-1.18,1.82,-0.25,EX_TROU
-1.17,3.12,0.00,-5.18,0.20,3.67,-2.38,-0.63,3.13,-0.60,-1.53,-0.41,3.10,-1.12,-4.04,-0.13,-2.30,-2.15,0.62,2.07,-3.02,EX_TROU
-0.03,2.01,-0.17,-5.21,0.61,2.38,-2.03,-4.47,1.92,0.15,-3.18,-1.27,-1.31,-0.19,-1.74,1.12,0.20,-2.56,0.46,1.90,-2.68,EX_TROU
4.05,2.51,-0.25,0.83,0.27,2.43,-0.66,0.18,2.84,0.63,0.38,-1.80,-0.05,4.09,0.13,0.04,2.27,-0.86,2.01,1.00,-6.11,EX_PEAK
-1.30,-1.34,3.44,-0.65,1.13,3.16,-0.04,3.80,1.84,-0.09,3.06,-0.10,0.56,1.54,-0.78,3.13,1.38,-5.73,1.76,-1.01,-0.69,EX_PEAK
-0.52,0.43,3.10,-0.35,1.12,0.30,-0.66,2.01,1.13,-0.13,3.54,0.25,0.98,1.16,-0.61,2.31,1.22,-5.84,2.27,-0.67,-0.63,EX_PEAK
-0.04,-0.42,2.15,-0.59,1.48,2.60,1.73,1.48,-0.36,0.49,3.42,-0.11,0.37,0.75,-0.81,0.96,0.63,-5.63,2.31,0.47,-1.66,EX_PEAK
-0.33,-0.08,2.53,0.54,2.40,0.54,-1.12,1.84,0.57,-1.27,4.86,0.50,-1.23,0.77,-0.61,-0.24,1.81,-3.15,2.21,0.01,-2.33,EX_PEAK
-0.23,-0.24,2.85,-0.97,0.62,2.74,0.74,3.86,1.36,0.68,1.74,-0.34,0.46,1.37,-0.90,0.76,0.70,-4.67,3.46,-1.98,-2.22,EX_PEAK
0.09,-0.77,2.13,0.11,-0.34,4.13,-0.43,2.15,2.54,1.45,4.24,-0.55,-0.22,1.60,-0.75,-0.66,2.74,-0.48,0.12,1.52,-2.72,EX_PEAK
-0.67,-1.37,2.19,-0.18,-1.16,4.56,-2.71,2.73,4.82,-0.70,3.07,2.01,0.84,1.03,-0.01,0.40,0.11,-2.11,2.76,0.89,-3.12,EX_PEAK
-0.47,-0.60,2.58,-2.81,2.87,5.36,-0.45,0.03,-0.44,0.30,3.65,-0.43,0.68,3.14,-0.77,1.47,1.53,-4.74,5.67,-4.26,-3.91,EX_PEAK
2.06,1.99,-2.17,3.93,0.27,-5.02,3.32,-2.16,-2.78,0.74,0.09,0.64,4.05,2.51,-0.25,0.83,0.27,2.43,-0.66,0.18,2.84,EX_TROU
2.01,1.00,-6.11,1.47,-0.32,-0.34,6.52,0.26,-0.07,1.11,-0.56,1.13,-0.96,-1.25,1.85,-1.30,-1.34,3.44,-0.65,1.13,3.16,EX_TROU
0.56,1.54,-0.78,3.13,1.38,-5.73,1.76,-1.01,-0.69,0.89,-1.65,1.72,0.89,-0.62,1.49,0.47,-0.14,1.98,-0.52,0.43,3.10,EX_TROU
2.31,1.22,-5.84,2.27,-0.67,-0.63,4.78,-1.29,1.30,1.80,1.53,-0.23,-0.88,-2.68,4.49,-0.04,-0.42,2.15,-0.59,1.48,2.60,EX_TROU
2.31,0.47,-1.66,7.78,-1.04,0.10,-0.98,-0.53,0.53,1.63,-1.56,2.63,-0.07,-0.44,2.50,-0.33,-0.08,2.53,0.54,2.40,0.54,EX_TROU
-1.27,4.86,0.50,-1.23,0.77,-0.61,-0.24,1.81,-3.15,2.21,0.01,-2.33,8.99,-2.26,-2.44,1.98,0.12,0.60,0.96,-0.14,1.72,EX_TROU
0.46,1.37,-0.90,0.76,0.70,-4.67,3.46,-1.98,-2.22,0.82,-1.87,0.87,0.08,-1.78,1.79,0.09,-0.77,2.13,0.11,-0.34,4.13,EX_TROU
-0.66,2.74,-0.48,0.12,1.52,-2.72,1.13,-1.12,1.04,1.38,-5.01,2.24,0.16,-3.50,3.47,-0.67,-1.37,2.19,-0.18,-1.16,4.56,EX_TROU
0.40,0.11,-2.11,2.76,0.89,-3.12,5.46,-2.38,-1.45,-0.51,-3.41,3.03,0.60,-1.22,3.44,-0.47,-0.60,2.58,-2.81,2.87,5.36,EX_TROU
0.68,3.14,-0.77,1.47,1.53,-4.74,5.67,-4.26,-3.91,-0.91,-1.43,2.13,-1.83,0.15,1.06,0.69,-0.71,2.74,0.52,0.49,2.71,EX_TROU
-0.47,0.19,0.14,-0.21,-0.02,0.07,-0.16,-0.08,-0.33,0.03,-0.04,-0.37,0.07,0.04,-0.10,-0.59,-0.53,0.12,-1.22,-2.53,1.25,NOT_EX
0.03,-0.04,-0.37,0.07,0.04,-0.10,-0.59,-0.53,0.12,-1.22,-2.53,1.25,-1.10,-4.18,0.05,-0.64,2.24,-1.22,0.04,2.87,-0.81,NOT_EX
-1.10,-4.18,0.05,-0.64,2.24,-1.22,0.04,2.87,-0.81,0.56,2.16,0.06,-1.07,-3.53,-0.72,-1.41,-0.38,-0.21,-0.12,-0.11,-0.23,NOT_EX
-1.07,-3.53,-0.72,-1.41,-0.38,-0.21,-0.12,-0.11,-0.23,0.01,0.07,-0.25,-0.16,-0.56,0.09,-0.27,-2.27,0.76,0.42,-5.49,0.45,NOT_EX
0.01,0.07,-0.25,-0.16,-0.56,0.09,-0.27,-2.27,0.76,0.42,-5.49,0.45,0.49,1.80,0.11,-0.83,3.19,-0.76,1.11,2.18,0.03,NOT_EX
0.42,-5.49,0.45,0.49,1.80,0.11,-0.83,3.19,-0.76,1.11,2.18,0.03,0.51,0.17,0.53,0.64,-0.48,0.20,0.49,0.08,-0.02,NOT_EX
0.51,0.17,0.53,0.64,-0.48,0.20,0.49,0.08,-0.02,-0.14,-0.11,-0.02,0.28,0.09,-0.19,-0.32,-0.78,0.25,-0.16,-3.38,1.04,NOT_EX
-0.14,-0.11,-0.02,0.28,0.09,-0.19,-0.32,-0.78,0.25,-0.16,-3.38,1.04,0.18,-5.33,0.69,0.01,2.33,0.25,-0.41,2.78,-0.19,NOT_EX
0.18,-5.33,0.69,0.01,2.33,0.25,-0.41,2.78,-0.19,0.07,1.04,1.16,1.37,1.82,-2.07,5.52,1.47,0.54,-1.82,-0.00,0.12,NOT_EX
0.07,1.04,1.16,1.37,1.82,-2.07,5.52,1.47,0.54,-1.82,-0.00,0.12,0.63,-0.04,0.20,-0.34,-0.10,-0.32,-0.67,-0.38,-0.41,NOT_EX
0.63,-0.04,0.20,-0.34,-0.10,-0.32,-0.67,-0.38,-0.41,-0.81,-0.56,-0.05,-1.61,-0.34,-2.14,-3.34,1.20,-2.84,-1.58,0.38,-3.91,NOT_EX
-1.61,-0.34,-2.14,-3.34,1.20,-2.84,-1.58,0.38,-3.91,-1.59,0.41,-2.56,-0.70,-0.26,-1.34,0.24,0.02,-0.78,-1.00,-0.40,-1.15,NOT_EX
-1.59,0.41,-2.56,-0.70,-0.26,-1.34,0.24,0.02,-0.78,-1.00,-0.40,-1.15,-1.00,-2.43,0.70,-2.53,-0.16,-0.13,-1.10,-0.19,0.01,NOT_EX
-1.00,-2.43,0.70,-2.53,-0.16,-0.13,-1.10,-0.19,0.01,-0.91,-0.10,-0.19,-0.15,0.01,-0.38,1.28,0.25,-0.44,-0.11,-0.82,0.05,NOT_EX
-0.91,-0.10,-0.19,-0.15,0.01,-0.38,1.28,0.25,-0.44,-0.11,-0.82,0.05,-0.81,-3.55,1.17,0.12,2.63,-2.97,-0.92,2.69,0.54,NOT_EX
-0.81,-3.55,1.17,0.12,2.63,-2.97,-0.92,2.69,0.54,0.60,2.26,-0.09,-0.14,-0.53,0.64,-1.45,-2.27,-0.70,-0.77,0.24,-0.07,NOT_EX
0.60,2.26,-0.09,-0.14,-0.53,0.64,-1.45,-2.27,-0.70,-0.77,0.24,-0.07,0.18,0.07,-0.15,0.01,-0.31,-0.09,-0.24,-1.48,0.23,NOT_EX
-0.77,0.24,-0.07,0.18,0.07,-0.15,0.01,-0.31,-0.09,-0.24,-1.48,0.23,0.34,-4.39,0.38,-2.06,1.95,-1.16,-1.48,2.33,-1.75,NOT_EX
0.34,-4.39,0.38,-2.06,1.95,-1.16,-1.48,2.33,-1.75,0.90,2.13,2.45,0.04,-0.05,-2.54,-0.67,0.10,-0.56,0.07,-0.12,-0.04,NOT_EX
0.90,2.13,2.45,0.04,-0.05,-2.54,-0.67,0.10,-0.56,0.07,-0.12,-0.04,-0.02,0.05,-0.15,-0.45,-0.84,0.16,-0.30,-2.82,0.70,NOT_EX
-0.02,0.05,-0.15,-0.45,-0.84,0.16,-0.30,-2.82,0.70,-1.60,-1.76,0.33,0.85,3.06,0.48,-1.71,2.50,0.08,2.04,0.80,-1.73,NOT_EX
-1.60,-1.76,0.33,0.85,3.06,0.48,-1.71,2.50,0.08,2.04,0.80,-1.73,-1.01,-0.42,0.00,-1.35,-0.63,-1.09,0.26,0.03,0.14,NOT_EX
-1.01,-0.42,0.00,-1.35,-0.63,-1.09,0.26,0.03,0.14,-0.20,-0.01,-0.04,-0.31,0.02,-0.27,-0.71,-0.54,-0.49,-2.77,0.48,-3.18,NOT_EX
-0.31,0.02,-0.27,-0.71,-0.54,-0.49,-2.77,0.48,-3.18,-2.20,1.61,-3.74,-1.62,-0.23,-3.64,-0.30,-0.25,-2.80,3.29,1.37,-2.32,NOT_EX
-2.20,1.61,-3.74,-1.62,-0.23,-3.64,-0.30,-0.25,-2.80,3.29,1.37,-2.32,-2.05,0.99,-0.31,-1.02,-0.03,-0.19,-1.76,0.76,0.09,NOT_EX
3.29,1.37,-2.32,-2.05,0.99,-0.31,-1.02,-0.03,-0.19,-1.76,0.76,0.09,-0.47,-0.14,-0.25,1.67,1.02,-0.32,1.17,-0.71,-1.16,NOT_EX
-0.47,-0.14,-0.25,1.67,1.02,-0.32,1.17,-0.71,-1.16,-1.85,0.39,0.23,1.22,-0.98,1.06,-0.74,-0.14,-0.12,-0.78,-0.24,-0.05,NOT_EX
-1.85,0.39,0.23,1.22,-0.98,1.06,-0.74,-0.14,-0.12,-0.78,-0.24,-0.05,0.16,-0.23,-0.18,-0.57,-1.20,0.33,-0.35,-3.20,0.73,NOT_EX
0.16,-0.23,-0.18,-0.57,-1.20,0.33,-0.35,-3.20,0.73,-0.05,2.20,-2.99,-0.73,3.36,0.55,-0.23,2.16,0.69,0.12,0.84,-0.05,NOT_EX
-0.73,3.36,0.55,-0.23,2.16,0.69,0.12,0.84,-0.05,0.68,-6.40,0.56,-0.50,-0.35,0.08,-0.66,-1.16,0.20,-0.38,-1.20,0.36,NOT_EX
0.68,-6.40,0.56,-0.50,-0.35,0.08,-0.66,-1.16,0.20,-0.38,-1.20,0.36,0.27,-3.72,0.51,-1.17,-0.11,-1.05,-0.51,3.82,0.03,NOT_EX
0.27,-3.72,0.51,-1.17,-0.11,-1.05,-0.51,3.82,0.03,-1.01,3.54,-0.15,-1.41,1.29,4.17,0.86,-6.64,-1.69,1.25,0.14,0.13,NOT_EX
-1.01,3.54,-0.15,-1.41,1.29,4.17,0.86,-6.64,-1.69,1.25,0.14,0.13,0.35,-0.22,-0.00,-0.54,-0.89,-0.17,-0.34,-1.62,0.26,NOT_EX
0.35,-0.22,-0.00,-0.54,-0.89,-0.17,-0.34,-1.62,0.26,1.60,-6.44,-1.59,-0.53,1.35,3.68,-2.40,3.04,-1.90,0.45,3.09,0.19,NOT_EX
1.60,-6.44,-1.59,-0.53,1.35,3.68,-2.40,3.04,-1.90,0.45,3.09,0.19,0.61,-1.24,-0.80,2.21,3.76,0.19,0.22,-0.19,-0.07,NOT_EX
0.61,-1.24,-0.80,2.21,3.76,0.19,0.22,-0.19,-0.07,-0.46,-0.49,-0.11,-0.31,-0.74,-0.04,-0.16,-3.48,0.34,-2.59,1.14,-3.20,NOT_EX
-0.46,-0.49,-0.11,-0.31,-0.74,-0.04,-0.16,-3.48,0.34,-2.59,1.14,-3.20,0.55,3.34,0.00,-1.05,2.74,0.52,-0.03,2.15,0.66,NOT_EX
-2.59,1.14,-3.20,0.55,3.34,0.00,-1.05,2.74,0.52,-0.03,2.15,0.66,-0.89,0.22,-0.58,0.74,-1.12,0.15,-0.06,-0.12,0.15,NOT_EX
-0.89,0.22,-0.58,0.74,-1.12,0.15,-0.06,-0.12,0.15,-0.42,-0.28,0.16,-0.76,-0.47,-0.43,-0.89,-0.63,-0.03,-2.81,0.16,-2.30,NOT_EX
-0.76,-0.47,-0.43,-0.89,-0.63,-0.03,-2.81,0.16,-2.30,-2.10,1.86,-9.08,-2.04,0.63,-4.40,-0.77,1.08,-1.42,-0.95,0.46,0.35,NOT_EX
-2.10,1.86,-9.08,-2.04,0.63,-4.40,-0.77,1.08,-1.42,-0.95,0.46,0.35,-1.01,-0.16,-0.34,-0.71,-0.13,0.12,0.02,-0.23,-0.02,NOT_EX
-0.95,0.46,0.35,-1.01,-0.16,-0.34,-0.71,-0.13,0.12,0.02,-0.23,-0.02,-0.36,-0.40,0.29,0.08,-0.38,-0.16,0.75,-0.88,-0.37,NOT_EX
-0.36,-0.40,0.29,0.08,-0.38,-0.16,0.75,-0.88,-0.37,-4.24,0.10,-1.26,-0.81,1.69,-0.49,0.30,2.07,0.60,-1.11,-0.01,-0.34,NOT_EX
-4.24,0.10,-1.26,-0.81,1.69,-0.49,0.30,2.07,0.60,-1.11,-0.01,-0.34,1.09,-5.39,0.50,0.66,0.21,-0.01,-0.10,-0.07,-0.06,NOT_EX
1.09,-5.39,0.50,0.66,0.21,-0.01,-0.10,-0.07,-0.06,-0.28,-0.18,-0.04,0.02,-0.42,-0.31,-0.20,-1.92,0.13,1.01,-4.81,0.05,NOT_EX
-0.28,-0.18,-0.04,0.02,-0.42,-0.31,-0.20,-1.92,0.13,1.01,-4.81,0.05,-1.70,0.79,-4.10,-1.55,3.43,0.13,0.08,1.68,1.51,NOT_EX
-1.70,0.79,-4.10,-1.55,3.43,0.13,0.08,1.68,1.51,-1.20,-3.09,0.10,-1.39,3.27,0.71,-1.05,-0.08,0.11,0.18,-0.00,-0.41,NOT_EX
-1.39,3.27,0.71,-1.05,-0.08,0.11,0.18,-0.00,-0.41,0.02,-0.23,-0.62,-0.35,-1.12,0.34,-0.99,-5.96,0.66,4.40,1.88,-0.71,NOT_EX
0.02,-0.23,-0.62,-0.35,-1.12,0.34,-0.99,-5.96,0.66,4.40,1.88,-0.71,0.13,2.08,0.78,0.41,-0.74,2.74,-0.42,0.40,-0.56,NOT_EX
0.13,2.08,0.78,0.41,-0.74,2.74,-0.42,0.40,-0.56,0.10,-1.47,-0.03,1.22,0.17,-0.09,0.21,0.00,-0.19,-0.22,-0.38,-0.34,NOT_EX
0.10,-1.47,-0.03,1.22,0.17,-0.09,0.21,0.00,-0.19,-0.22,-0.38,-0.34,-0.34,-1.81,0.10,0.00,-4.75,-0.35,-0.92,0.18,0.80,NOT_EX
-0.34,-1.81,0.10,0.00,-4.75,-0.35,-0.92,0.18,0.80,-1.14,2.70,0.03,-0.73,1.68,0.79,1.37,-0.82,0.49,-0.70,-2.82,-0.58,NOT_EX
-1.14,2.70,0.03,-0.73,1.68,0.79,1.37,-0.82,0.49,-0.70,-2.82,-0.58,-0.33,0.53,-0.21,-0.28,-0.78,-0.09,-0.48,-1.58,0.23,NOT_EX
-0.33,0.53,-0.21,-0.28,-0.78,-0.09,-0.48,-1.58,0.23,0.26,-2.85,0.32,2.11,3.55,-3.64,-0.31,2.75,0.36,0.40,2.80,0.00,NOT_EX
0.26,-2.85,0.32,2.11,3.55,-3.64,-0.31,2.75,0.36,0.40,2.80,0.00,-0.77,0.64,-0.41,2.63,-8.95,0.85,-0.23,-0.24,0.00,NOT_EX
-0.77,0.64,-0.41,2.63,-8.95,0.85,-0.23,-0.24,0.00,-0.12,-0.07,0.03,-0.15,-0.05,-0.28,-0.30,-0.50,-0.58,-0.30,-1.82,-0.43,NOT_EX
-0.12,-0.07,0.03,-0.15,-0.05,-0.28,-0.30,-0.50,-0.58,-0.30,-1.82,-0.43,-0.21,-0.65,-2.73,-6.64,1.76,-1.23,-4.54,0.61,-3.58,NOT_EX
0.72,-3.99,-4.44,2.11,-1.86,0.05,1.95,0.82,2.64,1.30,1.30,3.10,0.83,2.75,-2.64,-0.13,-0.67,-4.24,0.66,-4.13,-0.79,EX_PEAK
0.66,-4.13,-0.79,1.25,-1.41,0.88,2.66,1.58,3.76,-0.89,2.41,-0.45,0.51,2.65,-4.56,1.72,-5.32,-2.04,1.34,-2.17,2.02,EX_PEAK
1.72,-5.32,-2.04,1.34,-2.17,2.02,1.86,2.77,3.98,1.43,4.15,-1.46,-2.49,0.23,-2.58,0.99,-4.64,-3.26,1.36,-4.21,0.06,EX_PEAK
0.99,-4.64,-3.26,1.36,-4.21,0.06,2.80,0.98,3.43,2.58,4.97,0.57,0.99,4.21,-1.00,-2.29,1.51,-2.38,1.80,-5.05,-3.21,EX_PEAK
1.80,-5.05,-3.21,2.17,-2.14,1.18,2.20,0.13,2.15,0.27,2.45,-0.78,-1.17,1.69,-2.06,0.04,-1.25,-3.46,1.38,-4.60,-2.56,EX_PEAK
1.38,-4.60,-2.56,2.08,-2.75,1.84,3.66,3.20,3.59,-0.12,3.25,-1.78,0.78,1.04,-2.93,1.31,-2.55,-3.30,1.37,-3.54,-0.68,EX_PEAK
1.37,-3.54,-0.68,1.51,-1.67,0.92,3.31,1.41,3.77,1.08,2.59,-1.04,0.45,4.50,-1.06,-0.18,-0.49,-4.32,-0.04,-4.13,-1.34,EX_PEAK
1.68,-2.17,-0.12,2.11,0.56,2.44,1.75,3.64,2.72,1.20,3.28,-0.98,-0.61,1.23,-2.30,0.19,-1.12,-3.54,1.56,-4.13,-0.91,EX_PEAK
2.14,-2.33,1.46,2.25,1.70,3.03,1.93,2.88,1.17,-2.01,3.81,-1.46,1.62,2.68,-3.03,-0.93,-4.31,-1.90,2.66,-2.01,0.02,EX_PEAK
-0.93,-4.31,-1.90,2.66,-2.01,0.02,1.53,0.07,1.42,2.78,2.10,3.86,2.97,0.57,0.70,-0.41,1.72,-1.98,-0.48,-1.17,-3.45,EX_PEAK
2.25,-1.66,0.78,1.67,0.74,2.47,-0.14,1.64,1.94,0.41,0.58,-0.27,1.03,1.46,-3.08,-1.35,-0.48,-2.53,0.47,-3.99,-1.59,EX_PEAK
0.36,0.82,2.71,-2.08,2.04,-0.29,-0.84,2.62,-2.81,0.72,-3.99,-4.44,2.11,-1.86,0.05,1.95,0.82,2.64,1.30,1.30,3.10,EX_TROU
1.30,1.30,3.10,0.83,2.75,-2.64,-0.13,-0.67,-4.24,0.66,-4.13,-0.79,1.25,-1.41,0.88,2.66,1.58,3.76,-0.89,2.41,-0.45,EX_TROU
2.66,1.58,3.76,-0.89,2.41,-0.45,0.51,2.65,-4.56,1.72,-5.32,-2.04,1.34,-2.17,2.02,1.86,2.77,3.98,1.43,4.15,-1.46,EX_TROU
1.86,2.77,3.98,1.43,4.15,-1.46,-2.49,0.23,-2.58,0.99,-4.64,-3.26,1.36,-4.21,0.06,2.80,0.98,3.43,2.58,4.97,0.57,EX_TROU
2.58,4.97,0.57,0.99,4.21,-1.00,-2.29,1.51,-2.38,1.80,-5.05,-3.21,2.17,-2.14,1.18,2.20,0.13,2.15,0.27,2.45,-0.78,EX_TROU
0.27,2.45,-0.78,-1.17,1.69,-2.06,0.04,-1.25,-3.46,1.38,-4.60,-2.56,2.08,-2.75,1.84,3.66,3.20,3.59,-0.12,3.25,-1.78,EX_TROU
-0.12,3.25,-1.78,0.78,1.04,-2.93,1.31,-2.55,-3.30,1.37,-3.54,-0.68,1.51,-1.67,0.92,3.31,1.41,3.77,1.08,2.59,-1.04,EX_TROU
1.08,2.59,-1.04,0.45,4.50,-1.06,-0.18,-0.49,-4.32,-0.04,-4.13,-1.34,1.68,-2.17,-0.12,2.11,0.56,2.44,1.75,3.64,2.72,EX_TROU
1.20,3.28,-0.98,-0.61,1.23,-2.30,0.19,-1.12,-3.54,1.56,-4.13,-0.91,2.14,-2.33,1.46,2.25,1.70,3.03,1.93,2.88,1.17,EX_TROU
1.93,2.88,1.17,-2.01,3.81,-1.46,1.62,2.68,-3.03,-0.93,-4.31,-1.90,2.66,-2.01,0.02,1.53,0.07,1.42,2.78,2.10,3.86,EX_TROU
2.97,0.57,0.70,-0.41,1.72,-1.98,-0.48,-1.17,-3.45,1.67,-3.36,0.38,2.25,-1.66,0.78,1.67,0.74,2.47,-0.14,1.64,1.94,EX_TROU
0.20,-2.56,0.62,-1.71,-2.18,-2.26,-3.40,2.02,-3.04,-0.10,4.93,2.84,-0.58,2.06,2.24,0.73,-0.28,5.30,-1.84,-3.29,0.31,EX_PEAK
-1.84,-3.29,0.31,-0.85,-2.57,-1.01,-2.45,1.15,-2.88,-0.22,5.12,-2.22,-1.58,2.44,1.09,0.57,-0.61,5.33,-1.42,-2.88,0.57,EX_PEAK
-1.25,-1.08,-1.87,-2.83,2.23,-3.20,-0.22,2.72,2.73,-0.37,3.67,1.01,-1.55,0.94,2.49,0.94,-1.81,1.79,0.09,-3.27,1.55,EX_PEAK
-0.28,-2.04,-1.13,-1.30,-0.28,-2.30,-1.38,1.31,-2.96,-2.27,3.77,1.01,-1.25,2.11,1.66,0.75,-1.79,4.17,-0.91,-1.47,-0.06,EX_PEAK
-1.48,-2.35,-1.43,-1.22,-0.79,-1.86,-1.11,0.48,-2.46,0.20,2.33,1.23,0.07,2.27,0.84,-0.55,0.92,3.22,1.67,-2.53,2.89,EX_PEAK
-0.68,-2.12,-1.68,-1.41,-0.38,-1.88,-0.69,1.48,-2.74,-1.40,1.39,0.10,-1.11,1.89,1.82,0.28,0.17,3.80,0.60,-1.92,2.30,EX_PEAK
-0.46,-1.79,-0.84,-1.40,-0.05,-2.20,-4.32,0.19,-4.39,0.12,3.30,0.73,-1.66,1.49,1.82,0.65,-0.16,3.98,1.27,-2.54,2.65,EX_PEAK
-0.82,-3.31,0.18,-1.63,-1.38,-1.92,-1.98,0.47,-2.69,-2.49,2.28,-0.52,-1.15,2.66,1.44,-0.58,1.11,2.43,1.69,-2.17,3.93,EX_PEAK
-1.67,-1.96,-2.07,-1.77,0.47,-2.29,-2.62,1.63,0.63,-1.94,3.51,1.09,-0.72,1.58,1.66,0.31,-0.74,2.04,0.79,-3.16,2.22,EX_PEAK
-0.17,-2.88,0.13,-1.76,-1.03,-2.35,-1.66,0.18,-2.66,-1.34,3.01,1.57,1.28,2.40,1.17,0.35,0.65,2.38,1.04,-0.95,3.21,EX_PEAK
-1.66,1.03,-1.82,-0.18,3.12,1.70,-0.65,0.90,2.89,1.14,-2.60,2.96,0.20,-2.56,0.62,-1.71,-2.18,-2.26,-3.40,2.02,-3.04,EX_TROU
-0.10,4.93,2.84,-0.58,2.06,2.24,0.73,-0.28,5.30,-1.84,-3.29,0.31,-0.85,-2.57,-1.01,-2.45,1.15,-2.88,-0.22,5.12,-2.22,EX_TROU
-0.22,5.12,-2.22,-1.58,2.44,1.09,0.57,-0.61,5.33,-1.42,-2.88,0.57,-2.00,-2.75,-1.35,-1.25,-1.08,-1.87,-2.83,2.23,-3.20,EX_TROU
-0.37,3.67,1.01,-1.55,0.94,2.49,0.94,-1.81,1.79,0.09,-3.27,1.55,-0.28,-2.04,-1.13,-1.30,-0.28,-2.30,-1.38,1.31,-2.96,EX_TROU
-2.27,3.77,1.01,-1.25,2.11,1.66,0.75,-1.79,4.17,-0.91,-1.47,-0.06,-1.48,-2.35,-1.43,-1.22,-0.79,-1.86,-1.11,0.48,-2.46,EX_TROU
0.07,2.27,0.84,-0.55,0.92,3.22,1.67,-2.53,2.89,-0.34,-3.00,0.58,-0.68,-2.12,-1.68,-1.41,-0.38,-1.88,-0.69,1.48,-2.74,EX_TROU
-1.11,1.89,1.82,0.28,0.17,3.80,0.60,-1.92,2.30,0.97,-3.43,1.01,-0.46,-1.79,-0.84,-1.40,-0.05,-2.20,-4.32,0.19,-4.39,EX_TROU
0.12,3.30,0.73,-1.66,1.49,1.82,0.65,-0.16,3.98,1.27,-2.54,2.65,-0.82,-3.31,0.18,-1.63,-1.38,-1.92,-1.98,0.47,-2.69,EX_TROU
-1.15,2.66,1.44,-0.58,1.11,2.43,1.69,-2.17,3.93,-2.61,-3.74,0.32,-1.67,-1.96,-2.07,-1.77,0.47,-2.29,-2.62,1.63,0.63,EX_TROU
-1.94,3.51,1.09,-0.72,1.58,1.66,0.31,-0.74,2.04,0.79,-3.16,2.22,-0.17,-2.88,0.13,-1.76,-1.03,-2.35,-1.66,0.18,-2.66,EX_TROU
1.46,-0.34,0.67,-1.08,-0.25,-1.70,-0.05,0.20,-0.19,-0.35,1.70,-0.44,-0.32,6.93,-0.73,1.59,-4.08,-0.54,-0.54,-4.33,2.63,NOT_EX
-0.35,1.70,-0.44,-0.32,6.93,-0.73,1.59,-4.08,-0.54,-0.54,-4.33,2.63,0.31,-1.56,1.72,3.85,-0.28,0.32,-3.72,1.28,-0.43,NOT_EX
0.31,-1.56,1.72,3.85,-0.28,0.32,-3.72,1.28,-0.43,0.12,0.06,-0.01,-0.29,-0.30,-0.65,-0.30,2.24,-0.22,-0.18,4.43,-1.91,NOT_EX
-0.29,-0.30,-0.65,-0.30,2.24,-0.22,-0.18,4.43,-1.91,0.91,-2.68,0.47,0.60,-3.26,2.38,0.25,-1.65,0.75,1.00,0.51,0.29,NOT_EX
