% Data generated on Wed Nov 18 22:18:52 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE y10 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE y11 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE y12 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE y13 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE y14 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE y15 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
1.31,-1.77,1.41,0.89,-0.92,0.76,-0.02,0.46,-0.15,2.37,2.49,1.72,-1.41,0.60,-0.23,0.06,1.10,-0.01,-0.30,0.02,0.11,0.18,0.09,0.11,0.06,0.04,0.01,0.11,0.04,-0.01,0.33,0.36,-0.02,0.38,0.37,-0.05,0.49,0.50,-0.31,0.14,0.87,-0.32,0.61,1.14,-0.33,NOT_EX
0.06,0.04,0.01,0.11,0.04,-0.01,0.33,0.36,-0.02,0.38,0.37,-0.05,0.49,0.50,-0.31,0.14,0.87,-0.32,0.61,1.14,-0.33,0.53,2.07,-0.28,0.83,1.84,-1.78,0.07,-1.25,-2.95,3.29,-1.51,-4.29,2.66,-0.87,-5.32,3.12,-0.42,-4.71,1.74,-0.07,-3.37,1.30,0.24,-2.67,NOT_EX
0.83,1.84,-1.78,0.07,-1.25,-2.95,3.29,-1.51,-4.29,2.66,-0.87,-5.32,3.12,-0.42,-4.71,1.74,-0.07,-3.37,1.30,0.24,-2.67,1.42,-0.33,-2.66,1.74,-0.64,-1.99,0.34,0.12,-1.26,1.56,0.38,0.07,-0.08,1.38,0.30,2.61,0.06,0.54,-0.66,0.01,0.19,1.24,0.11,0.14,NOT_EX
1.42,-0.33,-2.66,1.74,-0.64,-1.99,0.34,0.12,-1.26,1.56,0.38,0.07,-0.08,1.38,0.30,2.61,0.06,0.54,-0.66,0.01,0.19,1.24,0.11,0.14,0.19,0.03,0.06,0.12,-0.05,-0.24,0.13,-0.03,-0.16,0.08,-0.02,-0.16,0.04,-0.03,-0.16,0.10,0.06,-0.14,0.07,0.08,-0.09,NOT_EX
0.19,0.03,0.06,0.12,-0.05,-0.24,0.13,-0.03,-0.16,0.08,-0.02,-0.16,0.04,-0.03,-0.16,0.10,0.06,-0.14,0.07,0.08,-0.09,0.36,0.44,-0.06,0.08,1.52,0.03,-0.19,2.84,0.29,-0.44,4.17,-0.16,0.66,-0.69,-0.31,0.47,-1.13,-4.00,1.61,-1.94,-2.27,0.69,-2.84,0.27,NOT_EX
0.36,0.44,-0.06,0.08,1.52,0.03,-0.19,2.84,0.29,-0.44,4.17,-0.16,0.66,-0.69,-0.31,0.47,-1.13,-4.00,1.61,-1.94,-2.27,0.69,-2.84,0.27,1.62,-2.55,-0.87,1.36,-1.69,0.19,0.05,-1.38,0.60,1.19,-0.52,0.73,-0.44,1.45,0.39,0.96,1.25,0.44,-0.72,1.51,-0.25,NOT_EX
1.62,-2.55,-0.87,1.36,-1.69,0.19,0.05,-1.38,0.60,1.19,-0.52,0.73,-0.44,1.45,0.39,0.96,1.25,0.44,-0.72,1.51,-0.25,0.12,0.37,-0.42,0.42,0.10,-0.15,-0.34,0.34,-0.00,-0.27,-0.09,-0.28,0.04,-0.05,-0.21,-0.02,-0.02,-0.24,0.23,0.18,-0.18,0.16,0.37,-0.15,NOT_EX
0.12,0.37,-0.42,0.42,0.10,-0.15,-0.34,0.34,-0.00,-0.27,-0.09,-0.28,0.04,-0.05,-0.21,-0.02,-0.02,-0.24,0.23,0.18,-0.18,0.16,0.37,-0.15,0.12,1.67,-0.00,-0.55,4.18,-0.07,-2.47,4.91,-1.84,-1.29,-1.09,-0.94,0.82,-2.15,-1.49,0.09,-2.61,0.15,0.52,-2.96,0.32,NOT_EX
0.12,1.67,-0.00,-0.55,4.18,-0.07,-2.47,4.91,-1.84,-1.29,-1.09,-0.94,0.82,-2.15,-1.49,0.09,-2.61,0.15,0.52,-2.96,0.32,0.80,-2.90,0.00,1.00,-2.90,0.29,0.51,-1.08,1.41,-0.06,-0.29,1.51,-0.52,1.67,1.14,1.87,0.19,-0.25,-0.84,0.06,0.10,0.96,0.60,0.21,NOT_EX
0.80,-2.90,0.00,1.00,-2.90,0.29,0.51,-1.08,1.41,-0.06,-0.29,1.51,-0.52,1.67,1.14,1.87,0.19,-0.25,-0.84,0.06,0.10,0.96,0.60,0.21,1.57,0.96,-0.17,0.63,0.06,-0.13,0.12,-0.14,-0.46,0.23,0.02,-0.08,0.13,0.02,-0.20,0.06,0.06,-0.11,-0.04,0.24,-0.21,NOT_EX
1.57,0.96,-0.17,0.63,0.06,-0.13,0.12,-0.14,-0.46,0.23,0.02,-0.08,0.13,0.02,-0.20,0.06,0.06,-0.11,-0.04,0.24,-0.21,0.00,0.45,-0.25,-0.03,0.47,-0.26,-0.07,2.83,-0.26,-1.52,5.23,-2.19,-0.64,-0.60,0.07,0.26,-1.38,-0.93,0.14,-2.31,0.76,0.02,-2.55,0.04,NOT_EX
0.00,0.45,-0.25,-0.03,0.47,-0.26,-0.07,2.83,-0.26,-1.52,5.23,-2.19,-0.64,-0.60,0.07,0.26,-1.38,-0.93,0.14,-2.31,0.76,0.02,-2.55,0.04,0.32,-2.38,-0.30,0.18,-2.04,0.11,1.54,-1.29,0.43,0.12,-0.64,-0.06,0.76,-0.88,-0.68,0.03,-0.16,-0.02,-0.37,0.38,0.58,NOT_EX
0.32,-2.38,-0.30,0.18,-2.04,0.11,1.54,-1.29,0.43,0.12,-0.64,-0.06,0.76,-0.88,-0.68,0.03,-0.16,-0.02,-0.37,0.38,0.58,-0.73,3.97,-1.02,-0.43,0.71,0.04,-0.95,0.21,-0.02,1.08,0.39,-0.26,-0.54,0.30,-0.35,0.28,0.43,-0.08,0.41,-0.04,-0.08,0.05,-0.01,-0.27,NOT_EX
-0.73,3.97,-1.02,-0.43,0.71,0.04,-0.95,0.21,-0.02,1.08,0.39,-0.26,-0.54,0.30,-0.35,0.28,0.43,-0.08,0.41,-0.04,-0.08,0.05,-0.01,-0.27,0.05,-0.06,-0.39,0.10,0.35,-0.18,0.01,0.99,-0.15,-0.18,2.89,-0.16,-3.43,5.42,-3.14,0.01,-0.76,-2.38,0.12,-0.47,-2.21,NOT_EX
0.05,-0.06,-0.39,0.10,0.35,-0.18,0.01,0.99,-0.15,-0.18,2.89,-0.16,-3.43,5.42,-3.14,0.01,-0.76,-2.38,0.12,-0.47,-2.21,1.79,-2.56,-0.90,1.85,-2.63,-0.78,1.37,-2.34,-0.46,1.45,-2.02,-0.12,0.46,-1.67,1.36,1.05,-1.03,0.55,0.65,0.15,-0.92,0.28,0.01,0.10,NOT_EX
1.79,-2.56,-0.90,1.85,-2.63,-0.78,1.37,-2.34,-0.46,1.45,-2.02,-0.12,0.46,-1.67,1.36,1.05,-1.03,0.55,0.65,0.15,-0.92,0.28,0.01,0.10,1.22,-0.57,0.54,-0.65,0.27,-0.14,1.82,1.48,0.19,-0.47,-0.03,0.12,-0.16,-0.05,0.01,0.24,0.07,0.03,0.24,0.15,-0.00,NOT_EX
1.22,-0.57,0.54,-0.65,0.27,-0.14,1.82,1.48,0.19,-0.47,-0.03,0.12,-0.16,-0.05,0.01,0.24,0.07,0.03,0.24,0.15,-0.00,0.19,0.23,-0.09,0.19,0.26,-0.10,0.16,0.52,-0.27,0.14,0.72,-0.23,0.03,1.00,-0.12,-0.14,1.75,-0.02,-0.67,2.19,-0.58,-1.93,2.22,-1.36,NOT_EX
0.19,0.23,-0.09,0.19,0.26,-0.10,0.16,0.52,-0.27,0.14,0.72,-0.23,0.03,1.00,-0.12,-0.14,1.75,-0.02,-0.67,2.19,-0.58,-1.93,2.22,-1.36,-0.08,1.49,-2.06,3.00,-0.79,-4.52,4.46,-0.03,-4.80,4.03,0.26,-4.59,4.28,0.85,-4.95,2.91,0.18,-3.94,2.31,-0.59,-2.17,NOT_EX
-0.08,1.49,-2.06,3.00,-0.79,-4.52,4.46,-0.03,-4.80,4.03,0.26,-4.59,4.28,0.85,-4.95,2.91,0.18,-3.94,2.31,-0.59,-2.17,1.81,-0.60,-1.53,1.28,-0.45,-1.25,1.52,-0.48,0.71,-0.85,-0.10,0.27,0.05,-0.07,0.42,0.71,0.21,0.37,0.78,-0.11,0.26,-0.27,0.02,0.20,NOT_EX
1.81,-0.60,-1.53,1.28,-0.45,-1.25,1.52,-0.48,0.71,-0.85,-0.10,0.27,0.05,-0.07,0.42,0.71,0.21,0.37,0.78,-0.11,0.26,-0.27,0.02,0.20,0.62,-0.03,0.03,-0.26,-0.01,0.09,0.27,0.05,-0.07,0.17,-0.04,-0.11,0.19,-0.03,-0.18,0.07,-0.05,-0.19,0.14,0.03,-0.15,NOT_EX
0.62,-0.03,0.03,-0.26,-0.01,0.09,0.27,0.05,-0.07,0.17,-0.04,-0.11,0.19,-0.03,-0.18,0.07,-0.05,-0.19,0.14,0.03,-0.15,0.11,0.06,-0.12,0.03,0.09,-0.14,-0.04,1.05,-0.18,-0.39,2.57,-0.10,-0.56,4.03,-1.44,0.56,0.24,0.18,-0.13,-0.35,-2.24,1.45,-1.63,-2.57,NOT_EX
0.11,0.06,-0.12,0.03,0.09,-0.14,-0.04,1.05,-0.18,-0.39,2.57,-0.10,-0.56,4.03,-1.44,0.56,0.24,0.18,-0.13,-0.35,-2.24,1.45,-1.63,-2.57,1.33,-1.82,-0.96,0.97,-2.04,-0.26,1.14,-1.54,-0.14,0.54,-1.25,0.40,0.51,-0.93,0.20,0.80,-0.66,-0.27,0.52,-0.34,0.16,NOT_EX
1.33,-1.82,-0.96,0.97,-2.04,-0.26,1.14,-1.54,-0.14,0.54,-1.25,0.40,0.51,-0.93,0.20,0.80,-0.66,-0.27,0.52,-0.34,0.16,-0.64,0.27,0.96,0.57,4.48,-1.18,-1.46,0.38,0.16,1.99,0.61,0.27,-0.96,-0.29,-0.09,0.37,0.31,-0.27,0.34,0.09,-0.26,-0.01,0.01,-0.22,NOT_EX
-0.64,0.27,0.96,0.57,4.48,-1.18,-1.46,0.38,0.16,1.99,0.61,0.27,-0.96,-0.29,-0.09,0.37,0.31,-0.27,0.34,0.09,-0.26,-0.01,0.01,-0.22,0.06,0.07,-0.29,-0.06,0.41,-0.47,-0.04,0.94,-0.09,-0.04,1.31,0.03,-0.51,3.32,-0.18,-2.92,4.00,-1.55,-0.51,-0.21,-1.37,NOT_EX
0.06,0.07,-0.29,-0.06,0.41,-0.47,-0.04,0.94,-0.09,-0.04,1.31,0.03,-0.51,3.32,-0.18,-2.92,4.00,-1.55,-0.51,-0.21,-1.37,0.68,-1.71,-1.95,0.81,-3.18,0.64,1.31,-3.55,1.19,1.27,-3.03,0.33,1.00,-1.98,1.68,-0.09,-1.03,2.89,0.35,3.16,-0.07,-0.71,1.34,0.07,NOT_EX
0.68,-1.71,-1.95,0.81,-3.18,0.64,1.31,-3.55,1.19,1.27,-3.03,0.33,1.00,-1.98,1.68,-0.09,-1.03,2.89,0.35,3.16,-0.07,-0.71,1.34,0.07,1.46,0.83,0.29,-0.15,0.50,0.01,0.58,0.49,-0.14,-0.04,0.69,-0.20,0.04,0.35,-0.21,0.03,-0.02,-0.08,-0.08,-0.12,-0.31,NOT_EX
1.46,0.83,0.29,-0.15,0.50,0.01,0.58,0.49,-0.14,-0.04,0.69,-0.20,0.04,0.35,-0.21,0.03,-0.02,-0.08,-0.08,-0.12,-0.31,-0.21,-0.05,-0.23,-0.04,0.10,-0.12,0.06,0.41,-0.09,-0.14,1.38,-0.29,-0.16,1.49,-0.30,-3.33,3.73,-3.30,-5.57,1.61,-1.92,-0.99,-0.58,1.42,NOT_EX
-0.21,-0.05,-0.23,-0.04,0.10,-0.12,0.06,0.41,-0.09,-0.14,1.38,-0.29,-0.16,1.49,-0.30,-3.33,3.73,-3.30,-5.57,1.61,-1.92,-0.99,-0.58,1.42,0.44,-1.81,1.43,0.42,-2.67,-0.36,0.90,-2.70,-0.34,0.38,-2.27,-1.46,0.30,-1.48,-0.60,0.58,-0.79,-0.17,-0.04,0.61,-0.13,NOT_EX
0.44,-1.81,1.43,0.42,-2.67,-0.36,0.90,-2.70,-0.34,0.38,-2.27,-1.46,0.30,-1.48,-0.60,0.58,-0.79,-0.17,-0.04,0.61,-0.13,-0.29,0.62,-0.20,0.60,3.59,-1.32,1.42,0.63,0.25,0.53,0.35,0.13,0.40,0.13,0.07,-0.25,0.18,-0.16,-0.17,0.27,-0.15,0.10,0.22,-0.24,NOT_EX
0.60,3.59,-1.32,1.42,0.63,0.25,0.53,0.35,0.13,0.40,0.13,0.07,-0.25,0.18,-0.16,-0.17,0.27,-0.15,0.10,0.22,-0.24,0.09,0.39,-0.52,0.12,0.39,-0.34,-0.08,0.84,-0.21,-0.16,2.53,-0.12,-0.62,6.15,-1.41,-3.22,4.24,-1.79,-0.83,-0.13,-2.71,-0.58,-0.26,-2.58,NOT_EX
0.09,0.39,-0.52,0.12,0.39,-0.34,-0.08,0.84,-0.21,-0.16,2.53,-0.12,-0.62,6.15,-1.41,-3.22,4.24,-1.79,-0.83,-0.13,-2.71,-0.58,-0.26,-2.58,0.47,-3.44,-0.43,1.61,-3.40,0.22,0.88,-1.99,0.91,0.82,-0.91,1.03,0.84,-0.84,1.10,1.01,3.21,0.41,1.79,-0.86,0.45,NOT_EX
-0.58,-0.26,-2.58,0.47,-3.44,-0.43,1.61,-3.40,0.22,0.88,-1.99,0.91,0.82,-0.91,1.03,0.84,-0.84,1.10,1.01,3.21,0.41,1.79,-0.86,0.45,-0.45,1.54,-0.04,-0.08,1.19,-0.02,0.12,0.04,-0.20,0.17,-0.01,-0.17,-0.03,-0.02,-0.14,0.04,0.16,-0.05,0.03,0.33,-0.30,NOT_EX
-0.45,1.54,-0.04,-0.08,1.19,-0.02,0.12,0.04,-0.20,0.17,-0.01,-0.17,-0.03,-0.02,-0.14,0.04,0.16,-0.05,0.03,0.33,-0.30,-0.09,0.56,-0.21,-0.16,0.69,-0.16,-0.37,3.91,-0.21,-1.46,5.39,-2.21,0.82,-0.57,-0.98,0.63,-2.38,-1.37,0.79,-2.71,-0.58,1.75,-2.98,-0.67,NOT_EX
-0.16,0.69,-0.16,-0.37,3.91,-0.21,-1.46,5.39,-2.21,0.82,-0.57,-0.98,0.63,-2.38,-1.37,0.79,-2.71,-0.58,1.75,-2.98,-0.67,1.85,-2.43,-0.75,1.63,-2.05,-0.41,1.74,-0.69,-0.38,-1.10,-0.13,-1.03,-0.71,0.39,0.44,-0.01,-1.02,-0.26,-0.07,-0.08,0.07,0.43,0.01,-0.05,NOT_EX
1.85,-2.43,-0.75,1.63,-2.05,-0.41,1.74,-0.69,-0.38,-1.10,-0.13,-1.03,-0.71,0.39,0.44,-0.01,-1.02,-0.26,-0.07,-0.08,0.07,0.43,0.01,-0.05,0.49,0.02,-0.07,0.15,0.16,0.11,0.15,0.00,-0.07,0.20,-0.05,-0.11,0.19,-0.03,-0.15,0.21,0.01,-0.13,0.09,0.12,-0.14,NOT_EX
0.49,0.02,-0.07,0.15,0.16,0.11,0.15,0.00,-0.07,0.20,-0.05,-0.11,0.19,-0.03,-0.15,0.21,0.01,-0.13,0.09,0.12,-0.14,0.04,0.16,-0.11,0.02,0.32,-0.49,-0.17,0.68,-0.72,0.20,-0.20,-1.79,2.08,-0.83,-7.26,2.38,-0.03,-5.73,2.78,-0.07,-4.32,1.61,-0.34,-3.65,NOT_EX
0.04,0.16,-0.11,0.02,0.32,-0.49,-0.17,0.68,-0.72,0.20,-0.20,-1.79,2.08,-0.83,-7.26,2.38,-0.03,-5.73,2.78,-0.07,-4.32,1.61,-0.34,-3.65,0.99,-0.40,-3.50,1.02,-0.06,-3.06,1.64,0.12,-2.31,0.14,1.41,-2.28,4.85,-1.04,-0.48,4.70,0.16,0.82,-1.96,-0.10,0.09,NOT_EX
1.61,-0.34,-3.65,0.99,-0.40,-3.50,1.02,-0.06,-3.06,1.64,0.12,-2.31,0.14,1.41,-2.28,4.85,-1.04,-0.48,4.70,0.16,0.82,-1.96,-0.10,0.09,1.76,0.13,0.22,0.49,0.10,0.06,0.43,0.01,-0.07,0.19,-0.03,-0.13,-0.02,-0.01,-0.22,0.14,0.21,-0.10,0.15,0.28,-0.15,NOT_EX
1.76,0.13,0.22,0.49,0.10,0.06,0.43,0.01,-0.07,0.19,-0.03,-0.13,-0.02,-0.01,-0.22,0.14,0.21,-0.10,0.15,0.28,-0.15,0.23,1.00,0.18,0.23,1.06,0.18,-0.37,2.59,0.15,-1.68,4.83,-1.95,0.06,-0.69,-4.13,1.70,-2.43,-2.58,1.62,-2.84,-0.41,1.72,-2.89,-0.29,NOT_EX
0.23,1.06,0.18,-0.37,2.59,0.15,-1.68,4.83,-1.95,0.06,-0.69,-4.13,1.70,-2.43,-2.58,1.62,-2.84,-0.41,1.72,-2.89,-0.29,1.89,-1.85,-1.08,1.82,-1.87,-1.01,0.92,-0.69,1.83,-0.46,0.10,1.78,1.08,-0.28,-1.50,0.89,0.38,1.18,0.83,-0.03,-0.11,-0.10,0.76,-0.44,NOT_EX
1.89,-1.85,-1.08,1.82,-1.87,-1.01,0.92,-0.69,1.83,-0.46,0.10,1.78,1.08,-0.28,-1.50,0.89,0.38,1.18,0.83,-0.03,-0.11,-0.10,0.76,-0.44,0.05,-0.03,-0.36,-0.11,-0.13,-0.28,-0.06,-0.04,-0.22,-0.04,-0.01,-0.20,-0.04,-0.01,-0.18,0.20,0.34,-0.08,0.01,1.75,-0.26,NOT_EX
-0.10,0.76,-0.44,0.05,-0.03,-0.36,-0.11,-0.13,-0.28,-0.06,-0.04,-0.22,-0.04,-0.01,-0.20,-0.04,-0.01,-0.18,0.20,0.34,-0.08,0.01,1.75,-0.26,-0.12,2.66,-0.25,-0.15,2.84,-0.21,-5.65,4.51,-2.81,0.67,-2.23,-0.78,1.37,-3.19,0.07,1.66,-3.21,0.46,1.69,-2.51,0.61,NOT_EX
-0.12,2.66,-0.25,-0.15,2.84,-0.21,-5.65,4.51,-2.81,0.67,-2.23,-0.78,1.37,-3.19,0.07,1.66,-3.21,0.46,1.69,-2.51,0.61,1.54,-1.55,2.51,1.17,-1.07,2.46,-2.31,1.39,-0.20,2.85,-1.44,1.63,-0.82,1.64,-0.96,-0.77,-0.30,-0.13,0.00,-0.16,-0.51,-0.30,-0.13,-0.42,NOT_EX
1.54,-1.55,2.51,1.17,-1.07,2.46,-2.31,1.39,-0.20,2.85,-1.44,1.63,-0.82,1.64,-0.96,-0.77,-0.30,-0.13,0.00,-0.16,-0.51,-0.30,-0.13,-0.42,-0.25,-0.16,-0.28,-0.24,-0.12,-0.26,0.02,0.11,-0.08,0.20,0.55,0.14,-0.04,1.25,-0.09,-0.81,2.77,-0.52,-1.11,4.16,-1.20,NOT_EX
-0.25,-0.16,-0.28,-0.24,-0.12,-0.26,0.02,0.11,-0.08,0.20,0.55,0.14,-0.04,1.25,-0.09,-0.81,2.77,-0.52,-1.11,4.16,-1.20,-4.69,0.13,-0.90,-2.20,-0.36,0.89,0.19,-2.82,1.87,0.14,-2.94,1.42,0.63,-2.60,0.03,1.10,-2.33,-1.10,1.66,-2.27,-0.05,-0.25,-0.72,0.22,NOT_EX
-4.69,0.13,-0.90,-2.20,-0.36,0.89,0.19,-2.82,1.87,0.14,-2.94,1.42,0.63,-2.60,0.03,1.10,-2.33,-1.10,1.66,-2.27,-0.05,-0.25,-0.72,0.22,0.83,-0.14,0.31,3.05,-1.16,0.63,1.24,1.37,0.09,-1.46,0.82,-0.68,0.68,1.18,-0.34,0.15,0.01,-0.19,-0.01,-0.05,-0.30,NOT_EX
0.83,-0.14,0.31,3.05,-1.16,0.63,1.24,1.37,0.09,-1.46,0.82,-0.68,0.68,1.18,-0.34,0.15,0.01,-0.19,-0.01,-0.05,-0.30,-0.15,-0.10,-0.29,-0.17,-0.09,-0.32,0.10,0.30,-0.14,-0.01,0.75,-0.23,-0.30,2.36,-0.37,-0.64,5.85,-1.64,-6.70,4.20,-1.93,1.21,-0.92,-2.09,NOT_EX
-0.17,-0.09,-0.32,0.10,0.30,-0.14,-0.01,0.75,-0.23,-0.30,2.36,-0.37,-0.64,5.85,-1.64,-6.70,4.20,-1.93,1.21,-0.92,-2.09,0.41,-1.79,-2.40,1.68,-2.98,0.49,2.32,-2.95,0.12,1.69,-2.12,-0.36,0.72,-1.36,1.24,1.16,-1.39,1.46,0.49,-0.12,0.86,0.63,0.05,0.00,NOT_EX
0.41,-1.79,-2.40,1.68,-2.98,0.49,2.32,-2.95,0.12,1.69,-2.12,-0.36,0.72,-1.36,1.24,1.16,-1.39,1.46,0.49,-0.12,0.86,0.63,0.05,0.00,0.70,2.33,0.45,-0.81,0.62,-0.33,0.49,0.11,-0.16,-0.29,0.06,-0.18,0.02,-0.07,-0.29,0.03,-0.06,-0.19,-0.03,-0.10,-0.29,NOT_EX
0.70,2.33,0.45,-0.81,0.62,-0.33,0.49,0.11,-0.16,-0.29,0.06,-0.18,0.02,-0.07,-0.29,0.03,-0.06,-0.19,-0.03,-0.10,-0.29,0.05,0.11,-0.13,0.05,0.13,-0.10,0.01,1.04,-0.16,-0.47,2.70,-0.22,-1.11,4.43,-1.54,-3.95,2.90,-1.83,-0.25,-0.99,-2.12,1.49,-2.27,-0.95,NOT_EX
0.05,0.11,-0.13,0.05,0.13,-0.10,0.01,1.04,-0.16,-0.47,2.70,-0.22,-1.11,4.43,-1.54,-3.95,2.90,-1.83,-0.25,-0.99,-2.12,1.49,-2.27,-0.95,1.56,-2.29,-0.68,1.67,-2.45,0.27,1.81,-1.57,0.08,1.65,-0.53,-1.51,1.98,0.05,-2.11,-1.25,0.87,-1.06,0.88,0.95,0.67,NOT_EX
1.56,-2.29,-0.68,1.67,-2.45,0.27,1.81,-1.57,0.08,1.65,-0.53,-1.51,1.98,0.05,-2.11,-1.25,0.87,-1.06,0.88,0.95,0.67,0.91,0.02,0.48,0.31,0.06,0.19,0.33,-0.01,0.03,0.18,-0.01,-0.03,0.22,0.07,0.01,0.30,-0.00,-0.15,0.27,-0.01,-0.13,0.24,0.02,-0.17,NOT_EX
0.91,0.02,0.48,0.31,0.06,0.19,0.33,-0.01,0.03,0.18,-0.01,-0.03,0.22,0.07,0.01,0.30,-0.00,-0.15,0.27,-0.01,-0.13,0.24,0.02,-0.17,0.16,0.01,-0.17,-0.03,0.02,-0.25,0.30,0.09,-0.48,0.16,0.14,-1.00,0.10,0.18,-1.06,2.97,-1.50,-3.24,3.37,-1.69,-3.35,NOT_EX
0.16,0.01,-0.17,-0.03,0.02,-0.25,0.30,0.09,-0.48,0.16,0.14,-1.00,0.10,0.18,-1.06,2.97,-1.50,-3.24,3.37,-1.69,-3.35,-0.40,-2.02,-5.76,1.32,-0.84,-5.95,1.51,0.04,-1.75,0.32,0.26,-1.91,-0.02,0.21,-1.15,0.63,0.41,0.02,1.35,0.47,0.39,-1.20,0.29,-0.05,NOT_EX
-0.40,-2.02,-5.76,1.32,-0.84,-5.95,1.51,0.04,-1.75,0.32,0.26,-1.91,-0.02,0.21,-1.15,0.63,0.41,0.02,1.35,0.47,0.39,-1.20,0.29,-0.05,-0.16,-0.76,0.14,0.13,-0.01,0.10,-0.00,-0.01,0.15,0.17,0.03,0.08,0.07,0.02,0.02,0.08,0.04,0.02,0.01,0.00,-0.04,NOT_EX
-1.20,0.29,-0.05,-0.16,-0.76,0.14,0.13,-0.01,0.10,-0.00,-0.01,0.15,0.17,0.03,0.08,0.07,0.02,0.02,0.08,0.04,0.02,0.01,0.00,-0.04,-0.02,-0.01,-0.02,-0.01,0.01,-0.02,-0.00,-0.00,-0.03,-0.05,-0.00,-0.03,-0.08,-0.02,-0.05,-0.03,0.00,-0.01,0.00,-0.01,-0.00,NOT_EX
-0.02,-0.01,-0.02,-0.01,0.01,-0.02,-0.00,-0.00,-0.03,-0.05,-0.00,-0.03,-0.08,-0.02,-0.05,-0.03,0.00,-0.01,0.00,-0.01,-0.00,-0.05,-0.00,-0.03,-0.04,-0.00,-0.03,-0.03,-0.01,-0.04,-0.05,-0.00,-0.04,0.00,-0.00,-0.01,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,0.01,-0.01,-0.01,NOT_EX
-0.04,-0.00,-0.03,-0.03,-0.01,-0.04,-0.05,-0.00,-0.04,0.00,-0.00,-0.01,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,0.01,-0.01,-0.01,-0.03,-0.00,-0.02,0.00,-0.00,-0.02,0.00,0.00,-0.01,-0.02,-0.02,-0.02,0.01,-0.01,-0.02,0.00,-0.00,-0.01,0.02,-0.00,-0.01,-0.00,-0.01,-0.00,NOT_EX
-0.03,-0.00,-0.02,0.00,-0.00,-0.02,0.00,0.00,-0.01,-0.02,-0.02,-0.02,0.01,-0.01,-0.02,0.00,-0.00,-0.01,0.02,-0.00,-0.01,-0.00,-0.01,-0.00,0.03,-0.00,-0.00,-0.03,0.01,-0.02,-0.03,-0.01,-0.01,-0.08,-0.02,-0.03,-0.10,-0.01,-0.04,0.03,0.01,-0.02,-0.01,-0.01,0.02,NOT_EX
0.03,-0.00,-0.00,-0.03,0.01,-0.02,-0.03,-0.01,-0.01,-0.08,-0.02,-0.03,-0.10,-0.01,-0.04,0.03,0.01,-0.02,-0.01,-0.01,0.02,0.03,0.01,0.01,0.03,-0.00,-0.01,0.03,0.01,-0.01,0.02,0.01,-0.01,0.00,-0.01,-0.00,0.01,-0.01,-0.00,0.02,0.01,0.00,0.04,-0.01,-0.00,NOT_EX
2.18,-4.87,1.41,-2.19,-2.54,0.74,0.08,-1.97,-1.79,0.13,-0.74,-1.04,0.47,0.25,-1.61,0.79,0.75,-2.01,-0.31,3.74,-3.86,-0.30,3.26,-0.66,-3.20,3.98,-0.19,-4.37,2.33,1.95,-7.12,-1.33,6.90,-1.54,-2.21,2.39,-2.11,-3.65,1.94,-0.48,-3.97,-0.86,0.30,-4.47,-1.90,EX_PEAK
