% Data generated on Wed Nov 18 22:17:55 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
0.04,-1.25,-3.46,1.46,-2.24,1.34,2.16,3.10,1.58,-1.88,-0.27,-3.12,EX_PEAK
1.37,-3.54,-0.68,1.69,1.16,3.01,0.47,4.75,-1.13,0.55,-1.75,-4.57,EX_PEAK
0.55,-1.75,-4.57,1.68,-2.17,-0.12,3.62,3.60,4.01,0.29,2.61,-1.52,EX_PEAK
2.14,-2.33,1.46,0.98,3.35,2.06,1.30,2.95,-3.08,0.66,-3.66,-1.83,EX_PEAK
0.66,-3.66,-1.83,1.53,0.07,1.42,3.49,1.11,1.24,-0.99,-0.57,-2.73,EX_PEAK
1.18,-3.36,0.35,1.67,0.74,2.47,1.37,2.17,-0.84,-1.56,-0.40,-2.60,EX_PEAK
1.78,2.08,2.36,-0.84,2.62,-2.81,0.44,-3.32,-0.35,1.33,1.26,3.14,EX_TROU
1.33,1.26,3.14,0.61,2.49,-4.11,0.66,-4.13,-0.79,2.35,1.45,3.73,EX_TROU
2.35,1.45,3.73,1.00,2.95,-3.49,1.97,-4.67,-0.10,1.86,2.77,3.98,EX_TROU
1.86,2.77,3.98,-2.60,0.31,-2.09,2.10,-4.52,-0.35,2.89,1.33,3.58,EX_TROU
2.89,1.33,3.58,0.99,4.21,-1.00,0.57,-4.91,-3.73,1.96,-1.11,1.51,EX_TROU
2.82,9.50,-2.21,0.04,-1.25,-3.46,1.46,-2.24,1.34,2.16,3.10,1.58,EX_TROU
2.16,3.10,1.58,-1.88,-0.27,-3.12,1.37,-3.54,-0.68,1.69,1.16,3.01,EX_TROU
0.47,4.75,-1.13,0.55,-1.75,-4.57,1.68,-2.17,-0.12,3.62,3.60,4.01,EX_TROU
0.29,2.61,-1.52,-0.02,-1.80,-3.39,2.14,-2.33,1.46,0.98,3.35,2.06,EX_TROU
0.98,3.35,2.06,1.30,2.95,-3.08,0.66,-3.66,-1.83,1.53,0.07,1.42,EX_TROU
3.49,1.11,1.24,-0.99,-0.57,-2.73,1.18,-3.36,0.35,1.67,0.74,2.47,EX_TROU
1.07,0.31,5.44,-2.95,-2.09,-1.16,-3.40,2.02,-3.04,2.05,3.65,1.49,EX_PEAK
1.70,-1.71,2.95,-1.65,-1.44,-1.68,-0.22,5.12,-2.22,-0.71,0.52,4.63,EX_PEAK
1.01,-2.91,0.88,-1.23,-0.99,-1.89,-0.22,2.72,2.73,-1.78,0.97,2.39,EX_PEAK
-0.58,-1.93,-1.25,-1.38,1.31,-2.96,-1.16,2.13,1.55,1.18,-2.87,2.12,EX_PEAK
-0.26,-1.98,-1.06,-1.11,0.48,-2.46,-1.08,2.92,1.63,0.06,0.35,3.89,EX_PEAK
-1.43,-2.69,-0.17,-1.41,-0.38,-1.88,-3.57,1.33,0.60,-1.27,1.87,1.95,EX_PEAK
-0.69,-1.73,-0.88,-4.41,0.54,-4.32,-0.35,5.00,1.72,1.12,-1.47,4.01,EX_PEAK
-2.28,-2.66,-0.68,-1.68,0.61,-2.26,-1.97,4.85,1.20,-0.16,0.84,2.75,EX_PEAK
-2.61,-3.74,0.32,-1.40,-0.19,-2.18,-1.97,2.02,2.09,-0.24,0.20,3.24,EX_PEAK
0.79,-3.16,2.22,-1.26,-2.02,-2.05,-4.27,1.98,-4.43,-1.28,2.39,2.34,EX_PEAK
-1.66,2.80,0.41,1.07,0.31,5.44,-2.95,-2.09,-1.16,-3.40,2.02,-3.04,EX_TROU
-3.40,2.02,-3.04,2.05,3.65,1.49,1.70,-1.71,2.95,-1.65,-1.44,-1.68,EX_TROU
-0.22,5.12,-2.22,-0.71,0.52,4.63,1.01,-2.91,0.88,-1.23,-0.99,-1.89,EX_TROU
-0.22,2.72,2.73,-1.78,0.97,2.39,1.29,-2.38,1.73,-0.58,-1.93,-1.25,EX_TROU
-1.38,1.31,-2.96,-1.16,2.13,1.55,1.18,-2.87,2.12,-0.26,-1.98,-1.06,EX_TROU
-1.08,2.92,1.63,0.06,0.35,3.89,-1.43,-2.69,-0.17,-1.41,-0.38,-1.88,EX_TROU
-3.57,1.33,0.60,-1.27,1.87,1.95,1.41,-4.38,2.78,-0.69,-1.73,-0.88,EX_TROU
-0.35,5.00,1.72,1.12,-1.47,4.01,-2.28,-2.66,-0.68,-1.68,0.61,-2.26,EX_TROU
-1.97,4.85,1.20,-0.16,0.84,2.75,-2.61,-3.74,0.32,-1.40,-0.19,-2.18,EX_TROU
-1.97,2.02,2.09,-0.24,0.20,3.24,0.79,-3.16,2.22,-1.26,-2.02,-2.05,EX_TROU
1.75,0.30,0.91,-1.07,-0.24,-1.69,-0.35,1.70,-0.44,1.06,-2.22,-2.49,NOT_EX
-0.35,1.70,-0.44,1.06,-2.22,-2.49,-1.40,-3.04,3.65,4.04,4.46,-0.97,NOT_EX
-1.40,-3.04,3.65,4.04,4.46,-0.97,0.12,0.06,-0.01,-0.14,1.10,-0.32,NOT_EX
0.12,0.06,-0.01,-0.14,1.10,-0.32,0.74,-1.87,-0.88,0.36,-3.11,2.42,NOT_EX
0.74,-1.87,-0.88,0.36,-3.11,2.42,1.00,0.51,0.29,0.59,-0.02,0.50,NOT_EX
1.00,0.51,0.29,0.59,-0.02,0.50,-0.07,0.10,-0.62,-0.42,3.18,-0.55,NOT_EX
-0.07,0.10,-0.62,-0.42,3.18,-0.55,0.94,-3.43,-0.77,-0.46,-1.40,0.10,NOT_EX
0.94,-3.43,-0.77,-0.46,-1.40,0.10,-0.14,-1.97,2.20,0.02,0.04,-0.30,NOT_EX
-0.14,-1.97,2.20,0.02,0.04,-0.30,-0.11,0.90,-0.17,2.41,-1.11,-2.12,NOT_EX
-0.11,0.90,-0.17,2.41,-1.11,-2.12,2.99,-3.09,-0.55,0.32,-0.04,-0.47,NOT_EX
2.99,-3.09,-0.55,0.32,-0.04,-0.47,0.48,-0.29,0.03,0.18,-0.01,-0.24,NOT_EX
0.48,-0.29,0.03,0.18,-0.01,-0.24,-0.05,1.30,-1.29,3.07,-0.49,-2.72,NOT_EX
-0.05,1.30,-1.29,3.07,-0.49,-2.72,1.41,-0.62,-2.07,0.61,0.20,0.32,NOT_EX
1.41,-0.62,-2.07,0.61,0.20,0.32,0.11,0.00,-0.07,-0.21,0.11,-0.71,NOT_EX
0.11,0.00,-0.07,-0.21,0.11,-0.71,0.21,6.05,-1.83,-0.07,-4.59,2.23,NOT_EX
0.21,6.05,-1.83,-0.07,-4.59,2.23,2.27,0.12,0.28,-0.06,0.18,-0.02,NOT_EX
2.27,0.12,0.28,-0.06,0.18,-0.02,0.05,0.41,-0.48,-0.42,3.64,-3.24,NOT_EX
0.05,0.41,-0.48,-0.42,3.64,-3.24,-0.77,-4.23,2.67,3.82,-0.61,0.27,NOT_EX
-0.77,-4.23,2.67,3.82,-0.61,0.27,-0.01,0.61,1.73,0.05,0.09,-0.49,NOT_EX
-0.01,0.61,1.73,0.05,0.09,-0.49,-0.66,4.11,-0.63,1.68,-3.62,0.79,NOT_EX
-0.66,4.11,-0.63,1.68,-3.62,0.79,0.74,-2.36,0.63,-0.37,-1.63,-3.17,NOT_EX
0.74,-2.36,0.63,-0.37,-1.63,-3.17,0.06,-0.09,-0.47,-0.27,1.39,-0.46,NOT_EX
0.06,-0.09,-0.47,-0.27,1.39,-0.46,0.19,1.89,-3.39,1.04,-3.65,1.47,NOT_EX
0.19,1.89,-3.39,1.04,-3.65,1.47,1.95,1.70,-1.52,0.09,0.17,0.40,NOT_EX
1.95,1.70,-1.52,0.09,0.17,0.40,0.11,0.02,0.01,0.47,0.06,-0.10,NOT_EX
0.11,0.02,0.01,0.47,0.06,-0.10,1.16,0.05,-1.80,4.00,0.59,-4.22,NOT_EX
1.16,0.05,-1.80,4.00,0.59,-4.22,0.40,-0.38,-0.82,1.85,1.08,0.12,NOT_EX
0.40,-0.38,-0.82,1.85,1.08,0.12,0.52,-0.19,0.38,0.55,-0.03,0.05,NOT_EX
0.52,-0.19,0.38,0.55,-0.03,0.05,-0.23,0.18,-0.55,-0.31,3.06,-0.47,NOT_EX
-0.23,0.18,-0.55,-0.31,3.06,-0.47,0.46,-3.81,-0.81,-0.30,-1.46,1.19,NOT_EX
0.46,-3.81,-0.81,-0.30,-1.46,1.19,1.23,0.29,-0.20,-0.12,-0.11,-0.58,NOT_EX
1.23,0.29,-0.20,-0.12,-0.11,-0.58,-0.48,1.87,-0.58,1.28,-3.85,-0.87,NOT_EX
-0.48,1.87,-0.58,1.28,-3.85,-0.87,-0.45,-2.99,2.71,0.48,1.55,-1.06,NOT_EX
-0.45,-2.99,2.71,0.48,1.55,-1.06,-0.29,-0.02,-0.35,-0.16,0.66,-0.40,NOT_EX
-0.29,-0.02,-0.35,-0.16,0.66,-0.40,0.07,5.41,0.17,2.47,-4.25,0.93,NOT_EX
0.07,5.41,0.17,2.47,-4.25,0.93,2.01,-0.74,1.83,-1.02,0.79,0.93,NOT_EX
2.01,-0.74,1.83,-1.02,0.79,0.93,0.13,0.11,-0.32,0.02,1.99,-0.24,NOT_EX
0.13,0.11,-0.32,0.02,1.99,-0.24,0.60,2.70,-2.75,0.69,-3.82,1.49,NOT_EX
0.60,2.70,-2.75,0.69,-3.82,1.49,1.17,1.64,-1.56,0.02,0.12,0.56,NOT_EX
1.17,1.64,-1.56,0.02,0.12,0.56,0.25,-0.01,-0.12,0.34,0.04,0.12,NOT_EX
0.25,-0.01,-0.12,0.34,0.04,0.12,0.35,0.19,-0.35,7.24,-4.92,-5.97,NOT_EX
0.35,0.19,-0.35,7.24,-4.92,-5.97,0.33,-1.16,-3.87,-0.13,-0.54,1.24,NOT_EX
0.33,-1.16,-3.87,-0.13,-0.54,1.24,0.74,-0.04,0.49,-0.40,-0.10,-0.68,NOT_EX
0.74,-0.04,0.49,-0.40,-0.10,-0.68,-0.23,1.99,-1.14,1.28,-4.05,-2.03,NOT_EX
-0.23,1.99,-1.14,1.28,-4.05,-2.03,0.17,-3.05,3.32,-2.73,1.84,-2.79,NOT_EX
0.17,-3.05,3.32,-2.73,1.84,-2.79,-0.16,-0.09,-0.36,-0.45,1.64,-0.60,NOT_EX
-0.16,-0.09,-0.36,-0.45,1.64,-0.60,-2.34,-1.75,-1.68,-1.62,-3.81,3.72,NOT_EX
1.33,0.17,-1.63,-0.27,1.62,-0.96,-0.59,2.86,-0.18,-1.49,-0.22,1.07,EX_PEAK
1.32,-0.95,-2.19,-0.81,1.28,-2.13,0.65,2.67,-0.72,-2.12,1.96,0.94,EX_PEAK
-0.08,0.77,-2.33,0.71,1.41,-0.59,-1.32,2.35,0.01,-1.39,-0.01,1.21,EX_PEAK
1.00,-1.28,-1.82,-1.09,2.48,-2.89,0.60,3.20,-0.87,-2.08,0.43,1.08,EX_PEAK
0.22,1.52,-2.65,-0.16,1.65,-0.69,-0.27,1.60,-0.13,-1.63,0.47,1.01,EX_PEAK
-0.24,0.30,-1.61,-0.08,-0.20,-0.18,0.30,2.55,-0.31,-1.76,0.62,0.86,EX_PEAK
0.52,-0.76,-1.79,0.26,-0.04,-2.27,0.32,0.69,-0.48,-1.61,1.95,-0.01,EX_PEAK
0.02,-3.51,-0.69,-0.80,-0.65,-1.57,-1.55,2.09,-1.26,1.27,1.29,-0.76,EX_PEAK
-1.55,-0.36,1.50,-1.39,-1.49,0.95,-3.22,-6.76,-1.15,0.74,-1.45,-2.82,EX_TROU
-1.49,-0.22,1.07,-0.96,-0.66,0.85,0.28,-0.90,-0.01,0.42,-1.13,0.65,EX_TROU
-0.89,-1.14,0.38,0.33,-1.61,-0.85,0.03,-1.92,-0.84,-0.08,0.77,-2.33,EX_TROU
-1.10,-1.18,1.09,-0.46,-0.97,0.25,0.71,0.09,1.05,1.00,-1.28,-1.82,EX_TROU
-1.18,-2.41,2.32,0.24,-1.05,-0.28,0.46,-2.26,-2.62,-1.86,0.34,-1.37,EX_TROU
-1.52,-0.81,0.87,-0.02,-0.62,-0.23,-1.08,-2.22,-1.20,0.67,-1.60,-2.25,EX_TROU
-0.72,-0.70,0.73,-0.74,-1.64,-0.40,-0.73,-2.37,-0.55,0.52,-0.76,-1.79,EX_TROU
-1.17,-0.76,0.99,-0.11,-1.09,-0.09,0.02,-3.51,-0.69,-0.80,-0.65,-1.57,EX_TROU
-0.20,-2.00,0.30,0.23,-0.68,0.86,0.58,-0.81,2.16,-1.00,1.26,1.07,EX_PEAK
0.91,0.14,1.83,-1.18,0.18,2.15,0.78,2.46,1.40,1.36,1.36,-0.91,EX_PEAK
-0.05,1.78,0.36,-0.10,1.00,-0.63,0.96,0.36,-0.76,0.97,-0.59,-0.77,EX_PEAK
-0.55,0.39,1.65,-0.59,-0.14,1.78,-0.45,0.48,0.34,0.06,1.05,-0.51,EX_PEAK
0.17,0.10,2.48,-0.29,1.40,1.22,0.49,1.53,0.03,1.01,0.99,-1.29,EX_PEAK
1.22,-1.62,0.61,0.90,-0.10,0.39,0.63,-0.45,0.31,0.73,0.42,0.39,EX_PEAK
0.79,0.92,3.74,1.07,0.98,0.42,-0.18,1.35,-0.10,1.24,0.52,-0.47,EX_PEAK
-0.21,-1.14,1.56,2.45,1.64,1.30,-0.88,2.71,-0.07,0.97,1.23,-2.32,EX_PEAK
-0.37,-1.07,1.62,-1.42,0.19,3.45,-0.03,1.91,0.01,-0.20,1.23,-1.29,EX_PEAK
0.06,-1.02,0.72,0.51,-1.04,-0.72,-0.07,2.29,0.34,0.12,1.08,-0.33,EX_PEAK
0.90,1.16,-0.72,1.31,0.62,-1.29,1.40,-1.07,-1.10,0.74,-2.82,0.68,EX_TROU
1.36,1.36,-0.91,1.38,0.07,-1.10,2.63,-2.23,-1.10,-0.02,-0.88,0.90,EX_TROU
0.96,0.36,-0.76,0.97,-0.59,-0.77,0.09,0.52,0.72,-0.55,0.39,1.65,EX_TROU
0.47,0.73,-1.88,1.76,-0.19,-1.39,-1.50,-1.83,0.12,0.08,-1.33,0.35,EX_TROU
1.01,0.99,-1.29,-0.83,-0.64,-0.42,0.94,0.42,0.15,1.22,-1.62,0.61,EX_TROU
0.86,0.78,-1.06,-1.48,0.28,-0.26,1.78,-3.98,0.07,0.25,-0.81,0.84,EX_TROU
1.24,0.52,-0.47,1.92,0.20,-2.14,2.97,-1.30,-1.09,-1.78,-1.39,0.60,EX_TROU
0.97,1.23,-2.32,3.93,-0.25,-3.90,-0.80,-1.93,0.35,-0.37,-1.07,1.62,EX_TROU
0.20,0.28,-1.06,2.60,0.55,-0.92,0.53,-0.47,0.09,0.06,-1.02,0.72,EX_TROU
-0.11,0.02,0.03,-0.04,-0.01,-0.16,-0.01,-0.69,-0.29,0.61,-4.09,-0.58,NOT_EX
-0.01,-0.69,-0.29,0.61,-4.09,-0.58,-0.28,2.42,0.83,0.26,1.04,0.97,NOT_EX
-0.28,2.42,0.83,0.26,1.04,0.97,0.19,-3.33,-0.95,0.53,0.07,-0.30,NOT_EX
0.19,-3.33,-0.95,0.53,0.07,-0.30,-0.20,-0.52,-0.30,-0.27,-3.14,-0.55,NOT_EX
-0.20,-0.52,-0.30,-0.27,-3.14,-0.55,3.62,4.51,1.11,0.06,1.38,1.81,NOT_EX
3.62,4.51,1.11,0.06,1.38,1.81,-0.65,1.04,0.80,0.76,0.11,-0.37,NOT_EX
-0.65,1.04,0.80,0.76,0.11,-0.37,0.03,-0.01,-0.46,0.13,-3.55,-0.94,NOT_EX
0.03,-0.01,-0.46,0.13,-3.55,-0.94,1.34,2.46,0.54,-0.66,2.06,0.82,NOT_EX
1.34,2.46,0.54,-0.66,2.06,0.82,0.42,-4.36,-4.13,0.03,-0.08,-0.23,NOT_EX
0.42,-4.36,-4.13,0.03,-0.08,-0.23,-0.32,-0.20,-0.37,-0.07,-2.75,-1.13,NOT_EX
-0.32,-0.20,-0.37,-0.07,-2.75,-1.13,0.99,2.93,-0.47,-0.33,2.21,0.83,NOT_EX
0.99,2.93,-0.47,-0.33,2.21,0.83,0.44,-2.04,-1.04,0.55,0.08,-0.42,NOT_EX
0.44,-2.04,-1.04,0.55,0.08,-0.42,0.33,0.10,-0.32,0.44,-2.90,-0.70,NOT_EX
0.33,0.10,-0.32,0.44,-2.90,-0.70,0.89,2.22,1.77,-0.12,1.39,1.12,NOT_EX
0.89,2.22,1.77,-0.12,1.39,1.12,0.49,0.02,-0.58,-0.21,-0.23,0.19,NOT_EX
0.49,0.02,-0.58,-0.21,-0.23,0.19,-0.92,-0.22,0.30,0.22,0.05,-0.35,NOT_EX
-0.92,-0.22,0.30,0.22,0.05,-0.35,-0.54,0.54,-0.78,-2.71,0.97,-2.36,NOT_EX
-0.54,0.54,-0.78,-2.71,0.97,-2.36,-2.38,2.56,-3.37,-0.60,0.83,-1.18,NOT_EX
-2.38,2.56,-3.37,-0.60,0.83,-1.18,0.52,-0.06,-0.06,-0.18,-0.09,-0.20,NOT_EX
0.52,-0.06,-0.06,-0.18,-0.09,-0.20,-0.06,0.04,-0.14,-0.15,-1.00,-0.24,NOT_EX
-0.06,0.04,-0.14,-0.15,-1.00,-0.24,-3.44,-0.67,-0.11,-0.88,2.54,0.93,NOT_EX
-3.44,-0.67,-0.11,-0.88,2.54,0.93,0.22,0.46,-0.59,-1.79,-0.79,0.49,NOT_EX
0.22,0.46,-0.59,-1.79,-0.79,0.49,0.17,-0.07,-0.49,0.03,-0.60,-0.31,NOT_EX
0.17,-0.07,-0.49,0.03,-0.60,-0.31,3.58,-4.02,-3.86,1.74,1.85,3.03,NOT_EX
3.58,-4.02,-3.86,1.74,1.85,3.03,-0.39,1.27,0.44,1.16,-1.12,-0.86,NOT_EX
-0.39,1.27,0.44,1.16,-1.12,-0.86,1.11,0.23,-0.83,-0.17,-0.29,-0.43,NOT_EX
1.11,0.23,-0.83,-0.17,-0.29,-0.43,0.14,-5.02,-1.96,-1.28,3.50,0.96,NOT_EX
0.14,-5.02,-1.96,-1.28,3.50,0.96,-1.14,0.77,-0.01,0.63,-0.51,-0.59,NOT_EX
-1.14,0.77,-0.01,0.63,-0.51,-0.59,-0.01,-0.04,-0.34,0.05,-1.07,-0.21,NOT_EX
-0.01,-0.04,-0.34,0.05,-1.07,-0.21,0.11,1.66,-0.03,-0.67,2.92,1.68,NOT_EX
0.11,1.66,-0.03,-0.67,2.92,1.68,0.07,0.32,-0.29,1.53,-0.13,-0.49,NOT_EX
0.07,0.32,-0.29,1.53,-0.13,-0.49,-0.09,0.04,-0.08,-0.27,-0.51,-0.46,NOT_EX
-0.09,0.04,-0.08,-0.27,-0.51,-0.46,0.85,-0.27,-0.95,0.75,2.16,2.35,NOT_EX
0.85,-0.27,-0.95,0.75,2.16,2.35,1.24,-2.38,4.02,4.64,3.85,-1.67,NOT_EX
1.24,-2.38,4.02,4.64,3.85,-1.67,-0.55,-0.20,0.28,0.10,-0.08,0.14,NOT_EX
-0.55,-0.20,0.28,0.10,-0.08,0.14,0.13,-0.05,-0.04,0.58,-0.45,0.69,NOT_EX
0.13,-0.05,-0.04,0.58,-0.45,0.69,1.65,-0.28,2.28,2.02,1.97,-1.77,NOT_EX
1.65,-0.28,2.28,2.02,1.97,-1.77,0.33,0.06,-0.10,0.01,-0.06,0.08,NOT_EX
0.33,0.06,-0.10,0.01,-0.06,0.08,0.86,0.14,-0.04,0.13,-0.03,-0.14,NOT_EX
0.86,0.14,-0.04,0.13,-0.03,-0.14,-0.08,0.02,-0.01,-0.12,-0.01,-0.01,NOT_EX
-0.08,0.02,-0.01,-0.12,-0.01,-0.01,0.01,-0.00,-0.00,-0.20,-0.02,-0.05,NOT_EX
0.01,-0.00,-0.00,-0.20,-0.02,-0.05,0.12,0.04,-0.03,0.32,0.12,-0.13,NOT_EX
0.12,0.04,-0.03,0.32,0.12,-0.13,-0.06,0.08,-0.03,-0.34,-1.77,-0.24,NOT_EX
-0.06,0.08,-0.03,-0.34,-1.77,-0.24,-0.38,1.56,0.23,-0.03,0.22,1.02,NOT_EX
-0.38,1.56,0.23,-0.03,0.22,1.02,-1.01,-3.53,-0.71,0.12,0.01,-0.29,NOT_EX
-1.01,-3.53,-0.71,0.12,0.01,-0.29,0.03,-0.15,-0.42,-0.52,-2.46,-0.31,NOT_EX
0.03,-0.15,-0.42,-0.52,-2.46,-0.31,0.97,3.29,-0.30,-0.47,2.19,1.33,NOT_EX
0.97,3.29,-0.30,-0.47,2.19,1.33,1.27,-2.02,-0.98,0.41,0.13,-0.17,NOT_EX
1.27,-2.02,-0.98,0.41,0.13,-0.17,-0.03,-0.16,-0.27,0.20,-3.03,-0.67,NOT_EX
-0.03,-0.16,-0.27,0.20,-3.03,-0.67,3.60,2.96,0.62,0.14,2.05,1.61,NOT_EX
3.60,2.96,0.62,0.14,2.05,1.61,0.99,-0.58,-0.81,-0.24,-0.18,0.37,NOT_EX
0.99,-0.58,-0.81,-0.24,-0.18,0.37,-0.17,-0.10,-0.31,-0.68,-2.07,-0.38,NOT_EX
-0.17,-0.10,-0.31,-0.68,-2.07,-0.38,1.55,2.84,-1.20,-0.99,2.74,0.32,NOT_EX
1.55,2.84,-1.20,-0.99,2.74,0.32,-0.35,-0.07,-0.88,0.16,0.01,-0.26,NOT_EX
-0.35,-0.07,-0.88,0.16,0.01,-0.26,0.09,-0.06,-0.22,0.01,-1.25,-0.42,NOT_EX
0.09,-0.06,-0.22,0.01,-1.25,-0.42,0.93,2.22,-0.19,-0.30,1.99,1.46,NOT_EX
0.93,2.22,-0.19,-0.30,1.99,1.46,-0.21,-0.05,-0.28,1.37,0.18,-0.38,NOT_EX
-0.21,-0.05,-0.28,1.37,0.18,-0.38,-0.22,-0.03,-0.04,-0.45,-0.05,-0.47,NOT_EX
-0.22,-0.03,-0.04,-0.45,-0.05,-0.47,-1.21,-0.19,-0.60,-1.76,4.16,-3.57,NOT_EX
-1.21,-0.19,-0.60,-1.76,4.16,-3.57,-0.22,1.10,-1.54,-0.90,0.50,-1.29,NOT_EX
-0.22,1.10,-1.54,-0.90,0.50,-1.29,0.75,-1.30,-0.30,-0.16,0.01,0.04,NOT_EX
0.75,-1.30,-0.30,-0.16,0.01,0.04,-0.09,0.03,-0.18,-0.34,-0.53,-0.32,NOT_EX
-0.09,0.03,-0.18,-0.34,-0.53,-0.32,0.30,-5.29,-1.29,-1.38,3.20,0.26,NOT_EX
0.30,-5.29,-1.29,-1.38,3.20,0.26,-0.07,0.55,1.37,1.49,-3.45,-2.61,NOT_EX
-0.07,0.55,1.37,1.49,-3.45,-2.61,0.14,-0.07,-0.30,0.08,0.01,-0.38,NOT_EX
0.14,-0.07,-0.30,0.08,0.01,-0.38,-0.22,-2.30,-0.17,0.82,1.95,0.40,NOT_EX
-0.22,-2.30,-0.17,0.82,1.95,0.40,0.43,1.26,2.56,-0.21,0.09,-1.23,NOT_EX
0.43,1.26,2.56,-0.21,0.09,-1.23,-0.49,-0.17,-0.20,-0.08,-0.04,-0.29,NOT_EX
-0.49,-0.17,-0.20,-0.08,-0.04,-0.29,-0.42,-1.66,-0.25,2.20,2.96,-0.44,NOT_EX
-0.42,-1.66,-0.25,2.20,2.96,-0.44,-0.34,2.40,1.23,0.04,-0.22,-0.80,NOT_EX
-0.34,2.40,1.23,0.04,-0.22,-0.80,-0.04,-0.04,-0.21,-0.14,-0.04,-0.23,NOT_EX
-0.04,-0.04,-0.21,-0.14,-0.04,-0.23,-0.22,-1.86,-0.32,0.87,1.75,-0.29,NOT_EX
-0.22,-1.86,-0.32,0.87,1.75,-0.29,-0.09,2.32,1.99,-0.01,-1.05,0.13,NOT_EX
-0.09,2.32,1.99,-0.01,-1.05,0.13,0.51,0.09,-0.47,0.02,0.04,-0.12,NOT_EX
0.51,0.09,-0.47,0.02,0.04,-0.12,0.01,-0.18,-0.31,0.10,-4.48,-0.86,NOT_EX
0.01,-0.18,-0.31,0.10,-4.48,-0.86,-0.73,3.36,0.27,1.38,0.19,2.83,NOT_EX
-0.73,3.36,0.27,1.38,0.19,2.83,-0.93,0.10,0.18,0.11,-0.00,-0.08,NOT_EX
-0.45,-2.28,0.80,1.81,-0.76,-3.21,-0.22,3.14,-1.26,-2.32,0.30,2.88,EX_PEAK
-3.68,-2.88,1.40,2.33,-0.31,-4.02,-0.96,2.71,-2.13,-3.54,0.93,3.00,EX_PEAK
0.65,-1.49,-2.11,1.92,-0.50,-3.46,-0.97,2.31,-0.21,-2.14,-0.36,3.53,EX_PEAK
0.12,0.36,-2.36,0.05,1.05,-2.50,-0.41,2.24,-0.05,-0.19,-0.15,1.90,EX_PEAK
-0.28,-2.83,-3.98,-1.32,0.85,-1.53,-2.28,3.30,-0.05,-2.14,-0.44,2.78,EX_PEAK
-2.72,-0.22,0.83,-2.63,4.24,-1.49,1.29,3.65,0.25,-2.86,1.73,2.15,EX_PEAK
1.08,1.58,-1.09,0.89,1.69,-2.18,-0.98,2.30,-0.02,-1.78,-1.21,2.25,EX_PEAK
-2.30,-0.10,0.68,-1.92,3.22,-0.96,-0.27,5.24,-1.76,-1.32,1.53,0.51,EX_PEAK
-0.66,1.73,0.72,-1.42,0.07,2.40,-0.45,-2.28,0.80,1.81,-0.76,-3.21,EX_TROU
-2.32,0.30,2.88,-3.68,-2.88,1.40,2.33,-0.31,-4.02,-0.96,2.71,-2.13,EX_TROU
-3.54,0.93,3.00,-1.19,-1.04,1.93,0.65,-1.49,-2.11,1.92,-0.50,-3.46,EX_TROU
-0.97,2.31,-0.21,-2.14,-0.36,3.53,-3.06,-3.78,1.67,0.12,0.36,-2.36,EX_TROU
-0.41,2.24,-0.05,-0.19,-0.15,1.90,-1.23,-1.48,0.99,-0.28,-2.83,-3.98,EX_TROU
-2.28,3.30,-0.05,-2.14,-0.44,2.78,-2.72,-0.22,0.83,-2.63,4.24,-1.49,EX_TROU
1.29,3.65,0.25,-2.86,1.73,2.15,-2.61,-2.74,1.06,1.08,1.58,-1.09,EX_TROU
-0.98,2.30,-0.02,-1.78,-1.21,2.25,-2.30,-0.10,0.68,-1.92,3.22,-0.96,EX_TROU
0.54,-1.43,3.22,-0.45,-0.84,1.72,-1.83,1.50,0.49,-0.17,1.41,-2.78,EX_PEAK
-0.15,-1.16,-0.10,1.25,-1.26,1.28,0.62,2.04,-0.49,2.25,-0.52,-3.38,EX_PEAK
1.37,-0.14,-0.09,1.08,-0.71,3.37,1.49,2.32,0.65,0.75,2.04,-3.45,EX_PEAK
0.65,-1.99,2.67,0.67,0.75,1.69,0.66,2.69,-0.63,2.70,-0.24,-4.60,EX_PEAK
0.56,-0.96,3.70,0.02,1.74,1.56,1.43,2.42,-2.74,0.05,-2.49,-0.58,EX_PEAK
0.33,-1.46,2.22,0.66,1.73,3.56,0.39,2.35,-0.19,3.84,-1.28,-4.36,EX_PEAK
-0.89,-2.69,0.51,1.03,-1.12,3.45,1.53,2.64,0.12,1.64,2.26,-3.14,EX_PEAK
-0.89,-1.26,2.85,-1.81,2.90,5.01,-0.44,2.53,0.64,3.05,0.01,-4.44,EX_PEAK
0.19,1.41,-0.55,0.75,1.17,-2.11,1.28,-2.92,1.06,0.54,-1.43,3.22,EX_TROU
-0.17,1.41,-2.78,1.09,0.33,-0.59,-0.15,-1.16,-0.10,1.25,-1.26,1.28,EX_TROU
