% Data generated on Wed Nov 18 22:18:01 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-1.60,-1.76,0.33,-1.23,3.24,-0.98,2.10,0.95,-1.78,-0.56,0.44,-0.19,1.77,0.57,-0.11,NOT_EX
-0.56,0.44,-0.19,1.77,0.57,-0.11,-0.20,-0.01,-0.04,-0.63,-0.11,-0.39,-1.77,0.62,-2.42,NOT_EX
-0.20,-0.01,-0.04,-0.63,-0.11,-0.39,-1.77,0.62,-2.42,-1.77,0.45,-4.37,-0.45,-0.46,-2.97,NOT_EX
-1.77,0.45,-4.37,-0.45,-0.46,-2.97,3.29,1.37,-2.32,2.64,-1.08,-1.21,-1.85,0.11,-0.04,NOT_EX
3.29,1.37,-2.32,2.64,-1.08,-1.21,-1.85,0.11,-0.04,-0.05,-0.58,-0.73,0.43,0.68,-1.09,NOT_EX
-0.05,-0.58,-0.73,0.43,0.68,-1.09,-1.85,0.39,0.23,-1.90,-0.25,-0.13,-0.65,-0.23,-0.02,NOT_EX
-1.90,-0.25,-0.13,-0.65,-0.23,-0.02,-0.40,-0.63,0.04,-0.26,-2.27,0.57,-0.05,2.20,-2.99,NOT_EX
-0.40,-0.63,0.04,-0.26,-2.27,0.57,-0.05,2.20,-2.99,-0.32,3.65,0.14,-0.85,0.42,1.56,NOT_EX
-0.32,3.65,0.14,-0.85,0.42,1.56,0.23,-1.30,-1.36,-0.58,-1.08,0.05,-0.38,-1.20,0.36,NOT_EX
0.23,-1.30,-1.36,-0.58,-1.08,0.05,-0.38,-1.20,0.36,-0.04,-4.88,-0.02,-0.15,3.06,0.33,NOT_EX
-0.04,-4.88,-0.02,-0.15,3.06,0.33,-0.62,2.82,1.41,2.17,-1.01,-0.88,0.98,-0.53,0.18,NOT_EX
-0.62,2.82,1.41,2.17,-1.01,-0.88,0.98,-0.53,0.18,-0.54,-0.71,0.12,-0.34,-1.62,0.26,NOT_EX
0.98,-0.53,0.18,-0.54,-0.71,0.12,-0.34,-1.62,0.26,1.09,-6.00,-1.41,0.81,4.49,-1.32,NOT_EX
1.09,-6.00,-1.41,0.81,4.49,-1.32,0.45,3.09,0.19,-0.22,-0.77,-0.76,1.47,-0.45,0.00,NOT_EX
-0.22,-0.77,-0.76,1.47,-0.45,0.00,-0.41,-0.51,-0.16,-0.41,-1.45,0.33,-2.59,1.14,-3.20,NOT_EX
-0.41,-0.51,-0.16,-0.41,-1.45,0.33,-2.59,1.14,-3.20,-0.29,4.48,-0.52,0.10,2.44,0.76,NOT_EX
-0.29,4.48,-0.52,0.10,2.44,0.76,1.27,3.06,-0.75,-0.06,-0.09,0.15,-0.37,-0.27,0.04,NOT_EX
1.27,3.06,-0.75,-0.06,-0.09,0.15,-0.37,-0.27,0.04,-0.72,-0.43,-0.40,-0.62,-0.79,-0.70,NOT_EX
-0.37,-0.27,0.04,-0.72,-0.43,-0.40,-0.62,-0.79,-0.70,-1.74,1.51,-8.87,-3.49,0.52,-2.62,NOT_EX
-1.74,1.51,-8.87,-3.49,0.52,-2.62,-1.04,0.72,0.33,-0.24,-0.06,-0.08,-0.02,-0.26,-0.05,NOT_EX
-1.04,0.72,0.33,-0.24,-0.06,-0.08,-0.02,-0.26,-0.05,-0.36,-0.40,0.29,-0.11,0.28,-0.32,NOT_EX
-0.36,-0.40,0.29,-0.11,0.28,-0.32,-4.24,0.10,-1.26,0.12,1.89,-0.23,-1.11,-0.01,-0.34,NOT_EX
-4.24,0.10,-1.26,0.12,1.89,-0.23,-1.11,-0.01,-0.34,1.24,-4.28,-0.15,-0.16,0.03,-0.09,NOT_EX
1.24,-4.28,-0.15,-0.16,0.03,-0.09,-0.26,-0.18,-0.05,-0.34,-1.11,0.18,1.06,-4.72,0.06,NOT_EX
-0.34,-1.11,0.18,1.06,-4.72,0.06,0.45,1.67,2.37,0.14,2.46,1.33,-1.69,-2.85,0.00,NOT_EX
0.45,1.67,2.37,0.14,2.46,1.33,-1.69,-2.85,0.00,-0.02,0.20,0.49,0.18,-0.00,-0.41,NOT_EX
-0.02,0.20,0.49,0.18,-0.00,-0.41,-0.05,-0.47,-0.42,-0.27,-2.33,0.15,4.08,1.76,-0.46,NOT_EX
-0.05,-0.47,-0.42,-0.27,-2.33,0.15,4.08,1.76,-0.46,7.33,-3.00,0.57,-1.88,1.36,1.37,NOT_EX
4.08,1.76,-0.46,7.33,-3.00,0.57,-1.88,1.36,1.37,-0.31,2.78,1.01,0.32,0.06,-0.18,NOT_EX
-0.31,2.78,1.01,0.32,0.06,-0.18,-0.22,-0.38,-0.34,-0.10,-2.19,-0.09,-2.21,0.50,-0.80,NOT_EX
-0.10,-2.19,-0.09,-2.21,0.50,-0.80,-1.05,3.76,-0.13,2.01,-0.83,0.41,-0.70,-2.82,-0.58,NOT_EX
-1.05,3.76,-0.13,2.01,-0.83,0.41,-0.70,-2.82,-0.58,-0.16,-0.40,-0.12,-0.48,-1.58,0.23,NOT_EX
-0.16,-0.40,-0.12,-0.48,-1.58,0.23,0.18,-5.16,0.26,-0.40,2.80,0.46,0.63,3.06,-0.19,NOT_EX
0.18,-5.16,0.26,-0.40,2.80,0.46,0.63,3.06,-0.19,-1.63,-1.01,0.03,1.57,-0.41,0.48,NOT_EX
-1.63,-1.01,0.03,1.57,-0.41,0.48,-0.26,-0.15,0.05,-0.29,-0.46,-0.53,-0.24,-1.85,-0.46,NOT_EX
-0.26,-0.15,0.05,-0.29,-0.46,-0.53,-0.24,-1.85,-0.46,-4.17,1.23,-5.95,-4.54,0.61,-3.58,NOT_EX
1.31,-3.97,-1.46,1.42,-0.56,1.78,3.52,4.97,2.23,-0.35,2.39,-4.49,0.66,-4.13,-0.79,EX_PEAK
0.66,-4.13,-0.79,2.05,0.32,3.73,1.35,2.61,1.14,-0.43,-1.10,-3.54,1.65,-2.50,0.32,EX_PEAK
1.65,-2.50,0.32,1.86,2.77,3.98,4.48,1.68,-2.19,-1.08,-4.41,-3.37,1.95,-1.40,1.20,EX_PEAK
1.95,-1.40,1.20,2.98,2.98,3.07,0.99,4.21,-1.00,-0.09,-3.03,-3.86,1.86,-2.92,0.76,EX_PEAK
1.86,-2.92,0.76,2.20,0.13,2.15,0.72,1.49,-1.53,0.04,-1.25,-3.46,2.41,-3.32,0.73,EX_PEAK
2.41,-3.32,0.73,2.36,1.22,3.65,-0.36,5.25,-1.96,-0.69,-1.04,-4.16,1.37,-3.54,-0.68,EX_PEAK
1.37,-3.54,-0.68,2.11,0.33,2.84,0.80,2.69,0.85,0.68,1.94,-1.43,0.57,-3.08,-3.27,EX_PEAK
1.68,-2.17,-0.12,2.15,1.54,3.36,1.83,4.51,-1.30,-1.48,0.37,-3.20,-1.07,-2.69,-3.89,EX_PEAK
2.14,-2.33,1.46,3.87,3.66,3.74,-0.66,4.97,-2.93,1.86,2.00,-2.96,-0.49,-3.10,-1.12,EX_PEAK
-0.49,-3.10,-1.12,1.53,0.07,1.42,-1.42,6.19,1.92,-0.26,2.61,-2.00,0.58,-2.97,-3.13,EX_PEAK
1.67,0.74,2.47,2.12,1.37,-0.62,1.88,1.24,-2.68,-0.18,-1.24,-2.34,0.54,-3.00,-0.84,EX_PEAK
2.47,3.31,1.17,-0.84,2.62,-2.81,1.31,-3.97,-1.46,1.42,-0.56,1.78,3.52,4.97,2.23,EX_TROU
3.52,4.97,2.23,-0.35,2.39,-4.49,0.66,-4.13,-0.79,2.05,0.32,3.73,1.35,2.61,1.14,EX_TROU
1.35,2.61,1.14,-0.43,-1.10,-3.54,1.65,-2.50,0.32,1.86,2.77,3.98,4.48,1.68,-2.19,EX_TROU
1.86,2.77,3.98,4.48,1.68,-2.19,-1.08,-4.41,-3.37,1.95,-1.40,1.20,2.98,2.98,3.07,EX_TROU
2.98,2.98,3.07,0.99,4.21,-1.00,-0.09,-3.03,-3.86,1.86,-2.92,0.76,2.20,0.13,2.15,EX_TROU
0.72,1.49,-1.53,0.04,-1.25,-3.46,2.41,-3.32,0.73,2.36,1.22,3.65,-0.36,5.25,-1.96,EX_TROU
-0.36,5.25,-1.96,-0.69,-1.04,-4.16,1.37,-3.54,-0.68,2.11,0.33,2.84,0.80,2.69,0.85,EX_TROU
0.80,2.69,0.85,0.68,1.94,-1.43,0.57,-3.08,-3.27,1.68,-2.17,-0.12,2.15,1.54,3.36,EX_TROU
-1.48,0.37,-3.20,-1.07,-2.69,-3.89,2.14,-2.33,1.46,3.87,3.66,3.74,-0.66,4.97,-2.93,EX_TROU
-0.66,4.97,-2.93,1.86,2.00,-2.96,-0.49,-3.10,-1.12,1.53,0.07,1.42,-1.42,6.19,1.92,EX_TROU
-1.42,6.19,1.92,-0.26,2.61,-2.00,0.58,-2.97,-3.13,2.56,-2.87,0.54,1.67,0.74,2.47,EX_TROU
1.37,-2.83,2.79,-1.39,-2.50,-1.00,-3.40,2.02,-3.04,1.46,2.91,0.64,0.62,-0.24,5.30,EX_PEAK
-1.84,-3.29,0.31,-1.32,-1.47,-1.46,-0.22,5.12,-2.22,-0.92,1.29,2.57,-0.35,-5.16,1.71,EX_PEAK
-1.17,-2.13,-1.43,-1.39,0.26,-2.07,-0.22,2.72,2.73,-1.03,2.50,1.85,0.74,-1.13,3.18,EX_PEAK
-0.72,-1.66,-1.32,-1.38,1.31,-2.96,-0.25,2.61,1.60,0.68,-1.61,4.27,-0.34,-1.73,0.16,EX_PEAK
-1.24,-0.96,-1.84,-1.11,0.48,-2.46,-2.63,3.28,1.31,-0.73,1.04,2.75,0.70,-3.46,2.19,EX_PEAK
-1.41,-0.38,-1.88,0.04,1.92,-1.67,-1.16,2.51,1.45,0.59,-1.01,3.85,-1.25,-4.67,1.62,EX_PEAK
-0.69,-1.73,-0.88,-1.23,0.12,-2.22,-1.46,1.65,-0.24,-1.62,1.31,1.82,1.02,-2.11,3.55,EX_PEAK
-2.28,-2.66,-0.68,-1.39,-0.70,-2.06,-3.68,2.71,-3.68,0.32,2.54,1.46,1.53,-2.04,3.97,EX_PEAK
-1.31,-1.42,-2.41,-2.19,1.51,-4.21,0.49,1.92,1.51,-0.50,-0.18,2.00,0.79,-3.16,2.22,EX_PEAK
-1.01,-2.32,-1.82,-1.62,0.15,-2.61,-2.68,3.33,0.95,-1.49,2.26,2.28,2.09,-1.82,3.68,EX_PEAK
-1.09,1.73,0.37,-0.78,0.91,2.78,1.37,-2.83,2.79,-1.39,-2.50,-1.00,-3.40,2.02,-3.04,EX_TROU
1.46,2.91,0.64,0.62,-0.24,5.30,-1.84,-3.29,0.31,-1.32,-1.47,-1.46,-0.22,5.12,-2.22,EX_TROU
-0.22,5.12,-2.22,-0.92,1.29,2.57,-0.35,-5.16,1.71,-1.17,-2.13,-1.43,-1.39,0.26,-2.07,EX_TROU
-1.03,2.50,1.85,0.74,-1.13,3.18,-0.50,-2.49,-0.06,-0.72,-1.66,-1.32,-1.38,1.31,-2.96,EX_TROU
-0.25,2.61,1.60,0.68,-1.61,4.27,-0.34,-1.73,0.16,-1.24,-0.96,-1.84,-1.11,0.48,-2.46,EX_TROU
-2.63,3.28,1.31,-0.73,1.04,2.75,0.70,-3.46,2.19,-1.39,-2.25,-1.15,-1.41,-0.38,-1.88,EX_TROU
-1.16,2.51,1.45,0.59,-1.01,3.85,-1.25,-4.67,1.62,-0.69,-1.73,-0.88,-1.23,0.12,-2.22,EX_TROU
-1.62,1.31,1.82,1.02,-2.11,3.55,-2.28,-2.66,-0.68,-1.39,-0.70,-2.06,-3.68,2.71,-3.68,EX_TROU
0.32,2.54,1.46,1.53,-2.04,3.97,-2.61,-3.74,0.32,-1.31,-1.42,-2.41,-2.19,1.51,-4.21,EX_TROU
0.49,1.92,1.51,-0.50,-0.18,2.00,0.79,-3.16,2.22,-1.01,-2.32,-1.82,-1.62,0.15,-2.61,EX_TROU
1.30,-0.29,0.52,-0.31,-0.18,-0.46,-0.35,1.70,-0.44,0.57,1.11,-3.63,-0.64,-4.29,2.46,NOT_EX
0.57,1.11,-3.63,-0.64,-4.29,2.46,2.20,-1.14,1.68,-0.70,-3.91,-4.74,0.12,0.06,-0.01,NOT_EX
2.20,-1.14,1.68,-0.70,-3.91,-4.74,0.12,0.06,-0.01,-0.19,0.12,-0.35,0.24,5.29,-0.15,NOT_EX
-0.19,0.12,-0.35,0.24,5.29,-0.15,1.01,-2.67,0.87,-0.66,-2.14,1.22,1.00,0.51,0.29,NOT_EX
1.01,-2.67,0.87,-0.66,-2.14,1.22,1.00,0.51,0.29,-1.71,-2.35,2.28,0.10,0.09,-0.17,NOT_EX
1.00,0.51,0.29,-1.71,-2.35,2.28,0.10,0.09,-0.17,0.16,0.43,-0.59,-0.26,6.00,-0.91,NOT_EX
0.16,0.43,-0.59,-0.26,6.00,-0.91,0.94,-3.43,-0.77,0.20,-2.81,2.08,1.92,1.66,1.05,NOT_EX
0.94,-3.43,-0.77,0.20,-2.81,2.08,1.92,1.66,1.05,-0.30,-0.07,-0.09,-0.10,-0.04,-0.47,NOT_EX
-0.30,-0.07,-0.09,-0.10,-0.04,-0.47,-0.11,0.90,-0.17,1.37,5.12,-1.28,3.47,-2.57,0.57,NOT_EX
1.37,5.12,-1.28,3.47,-2.57,0.57,1.30,-1.68,-0.14,-0.89,0.27,-0.89,0.48,-0.29,0.03,NOT_EX
1.30,-1.68,-0.14,-0.89,0.27,-0.89,0.48,-0.29,0.03,0.11,-0.09,-0.39,0.40,0.65,-0.42,NOT_EX
0.48,-0.29,0.03,0.11,-0.09,-0.39,0.40,0.65,-0.42,2.10,1.48,-4.11,2.26,-0.47,-4.21,NOT_EX
2.10,1.48,-4.11,2.26,-0.47,-4.21,1.41,-0.62,-2.07,-0.25,0.48,0.55,0.29,-0.00,0.08,NOT_EX
1.41,-0.62,-2.07,-0.25,0.48,0.55,0.29,-0.00,0.08,0.03,-0.01,-0.18,-0.01,1.46,-0.61,NOT_EX
0.03,-0.01,-0.18,-0.01,1.46,-0.61,0.21,6.05,-1.83,-1.44,-4.44,2.26,1.16,-2.08,2.18,NOT_EX
0.21,6.05,-1.83,-1.44,-4.44,2.26,1.16,-2.08,2.18,-3.69,1.52,-5.27,-0.17,-0.13,-0.55,NOT_EX
-3.69,1.52,-5.27,-0.17,-0.13,-0.55,0.05,0.41,-0.48,-0.46,5.56,-0.74,-0.32,-2.56,-0.27,NOT_EX
0.05,0.41,-0.48,-0.46,5.56,-0.74,-0.32,-2.56,-0.27,-0.65,-4.31,3.12,2.56,0.36,-0.27,NOT_EX
-0.65,-4.31,3.12,2.56,0.36,-0.27,-0.01,0.61,1.73,0.03,-0.12,-0.60,-0.21,1.76,-0.42,NOT_EX
-0.01,0.61,1.73,0.03,-0.12,-0.60,-0.21,1.76,-0.42,0.79,7.02,-1.17,0.96,-3.70,2.11,NOT_EX
0.79,7.02,-1.17,0.96,-3.70,2.11,0.74,-2.36,0.63,0.16,7.63,-0.14,-0.72,0.08,-0.55,NOT_EX
0.74,-2.36,0.63,0.16,7.63,-0.14,-0.72,0.08,-0.55,0.02,0.18,-0.39,-0.48,2.22,-0.58,NOT_EX
0.02,0.18,-0.39,-0.48,2.22,-0.58,0.19,1.89,-3.39,1.98,-4.04,1.85,1.65,0.29,0.12,NOT_EX
0.19,1.89,-3.39,1.98,-4.04,1.85,1.65,0.29,0.12,2.67,1.57,-1.73,-0.13,0.02,-0.12,NOT_EX
2.67,1.57,-1.73,-0.13,0.02,-0.12,0.11,0.02,0.01,0.44,0.07,-0.07,0.51,0.16,-0.96,NOT_EX
0.11,0.02,0.01,0.44,0.07,-0.07,0.51,0.16,-0.96,1.85,0.22,-2.31,7.48,-2.24,-5.62,NOT_EX
1.85,0.22,-2.31,7.48,-2.24,-5.62,0.40,-0.38,-0.82,0.76,-0.61,-0.40,0.66,0.14,-1.17,NOT_EX
0.76,-0.61,-0.40,0.66,0.14,-1.17,0.91,-0.05,0.35,0.25,-0.05,-0.30,-0.23,0.18,-0.55,NOT_EX
0.91,-0.05,0.35,0.25,-0.05,-0.30,-0.23,0.18,-0.55,-0.32,2.93,-0.47,0.37,-2.26,-0.51,NOT_EX
-0.23,0.18,-0.55,-0.32,2.93,-0.47,0.37,-2.26,-0.51,0.30,-4.18,-0.21,1.34,-0.20,1.05,NOT_EX
0.30,-4.18,-0.21,1.34,-0.20,1.05,1.23,0.29,-0.20,0.05,-0.07,-0.27,-0.03,0.46,-0.54,NOT_EX
1.23,0.29,-0.20,0.05,-0.07,-0.27,-0.03,0.46,-0.54,-0.60,2.18,-0.54,0.90,-3.71,-0.99,NOT_EX
-0.60,2.18,-0.54,0.90,-3.71,-0.99,-0.45,-2.99,2.71,1.51,0.29,0.13,-0.73,0.33,0.39,NOT_EX
1.51,0.29,0.13,-0.73,0.33,0.39,0.03,0.04,-0.47,-0.21,0.80,-0.43,0.07,5.41,0.17,NOT_EX
0.03,0.04,-0.47,-0.21,0.80,-0.43,0.07,5.41,0.17,2.54,-4.52,0.52,1.74,-3.77,1.06,NOT_EX
0.07,5.41,0.17,2.54,-4.52,0.52,1.74,-3.77,1.06,1.61,0.31,2.00,-1.35,0.35,-0.42,NOT_EX
1.61,0.31,2.00,-1.35,0.35,-0.42,0.13,0.11,-0.32,0.02,1.13,-0.25,0.12,5.86,-0.79,NOT_EX
0.13,0.11,-0.32,0.02,1.13,-0.25,0.12,5.86,-0.79,2.45,-3.10,-1.52,0.05,-2.36,1.75,NOT_EX
2.45,-3.10,-1.52,0.05,-2.36,1.75,1.17,1.64,-1.56,-1.62,-2.06,1.50,0.13,-0.01,-0.10,NOT_EX
1.17,1.64,-1.56,-1.62,-2.06,1.50,0.13,-0.01,-0.10,0.17,-0.02,-0.12,0.48,0.02,0.13,NOT_EX
0.17,-0.02,-0.12,0.48,0.02,0.13,0.35,0.19,-0.35,8.32,-3.21,-5.21,1.58,-1.74,-4.43,NOT_EX
8.32,-3.21,-5.21,1.58,-1.74,-4.43,0.99,-0.43,-2.94,-0.95,0.35,0.38,0.74,-0.04,0.49,NOT_EX
0.99,-0.43,-2.94,-0.95,0.35,0.38,0.74,-0.04,0.49,-0.29,-0.07,-0.50,-0.24,0.23,-0.98,NOT_EX
0.74,-0.04,0.49,-0.29,-0.07,-0.50,-0.24,0.23,-0.98,-0.24,5.43,0.14,0.08,-3.27,-0.12,NOT_EX
-0.24,5.43,0.14,0.08,-3.27,-0.12,0.17,-3.05,3.32,1.11,0.99,0.51,0.87,-0.50,-0.06,NOT_EX
0.17,-3.05,3.32,1.11,0.99,0.51,0.87,-0.50,-0.06,-0.06,-0.13,-0.46,-0.59,1.92,-0.67,NOT_EX
-0.06,-0.13,-0.46,-0.59,1.92,-0.67,-2.34,-1.75,-1.68,-0.69,-4.41,3.17,2.89,-0.93,0.14,NOT_EX
-0.13,0.41,-1.66,0.19,2.61,-0.58,-0.59,2.86,-0.18,-1.57,0.16,1.11,-1.40,-0.58,1.63,EX_PEAK
-1.14,-0.61,-2.05,-0.02,2.05,-2.27,-0.13,2.45,-0.64,-2.12,1.96,0.94,-1.24,-0.09,0.89,EX_PEAK
1.42,0.28,-1.74,-0.55,2.98,-0.40,-0.91,2.48,-0.05,-1.39,-0.01,1.21,-1.24,-0.78,1.43,EX_PEAK
1.00,-1.28,-1.82,1.17,0.39,-2.09,0.92,1.81,-0.22,-0.63,1.88,0.09,-2.03,-0.73,1.47,EX_PEAK
0.22,1.52,-2.65,0.66,1.29,-0.81,0.01,1.48,-0.54,-1.71,1.85,0.58,-1.41,0.47,0.82,EX_PEAK
0.03,0.59,-1.33,0.14,2.20,-0.69,-1.39,1.96,0.27,-1.68,0.61,0.84,-0.41,-0.30,0.32,EX_PEAK
-0.38,2.65,-1.19,0.53,-0.01,-1.11,0.15,2.16,-0.76,-2.22,1.92,0.92,-1.52,-0.02,1.25,EX_PEAK
-0.80,-0.65,-1.57,-0.93,0.06,-2.01,1.94,3.06,-0.91,0.48,1.62,-0.87,-1.37,-0.20,0.53,EX_PEAK
-1.02,-0.68,1.13,-0.47,-1.04,0.68,-3.22,-6.76,-1.15,2.12,-1.55,-2.81,1.22,-0.75,-2.28,EX_TROU
-1.40,-0.58,1.63,-0.36,-1.05,0.24,-0.27,-1.33,-0.29,0.42,-1.13,0.65,-0.70,-0.34,-0.94,EX_TROU
0.04,-0.92,-0.38,1.64,-0.51,-1.37,0.03,-1.92,-0.84,1.53,-0.20,-2.63,1.42,0.28,-1.74,EX_TROU
-0.92,-0.83,0.76,0.34,-0.20,0.74,-0.26,-3.22,-1.42,1.00,-1.28,-1.82,1.17,0.39,-2.09,EX_TROU
-1.18,-2.41,2.32,-0.42,-0.98,-0.10,-1.80,-1.39,-1.30,2.73,-2.43,-1.61,0.19,1.39,-1.94,EX_TROU
-1.52,-0.81,0.87,-2.17,-0.76,1.52,-1.28,-1.80,-1.09,0.10,-0.92,-1.28,-1.61,-0.74,-0.86,EX_TROU
-0.36,-1.92,-0.24,-1.36,-0.88,-0.26,-0.73,-2.05,-0.51,0.52,-0.76,-1.79,-0.38,2.65,-1.19,EX_TROU
-0.67,-0.86,0.31,-0.04,-2.28,-0.85,-0.40,-2.78,-0.21,-0.80,-0.65,-1.57,-0.93,0.06,-2.01,EX_TROU
0.41,-2.33,0.43,-0.30,-0.26,2.06,0.76,-0.30,1.81,-1.00,1.26,1.07,1.04,1.27,-0.94,EX_PEAK
-0.17,-0.27,1.68,1.79,1.20,1.50,-1.10,1.42,0.70,0.50,0.33,-0.23,1.36,1.36,-0.91,EX_PEAK
-0.28,1.49,0.43,-0.41,1.33,-1.32,0.96,0.36,-0.76,2.79,-2.03,-1.46,-0.73,-2.39,0.38,EX_PEAK
-0.59,-0.14,1.78,0.39,1.29,0.77,0.04,2.19,0.74,-0.35,1.92,-1.27,0.96,0.81,-1.28,EX_PEAK
0.49,-0.27,2.02,-0.29,1.40,1.22,0.57,0.79,0.07,0.72,1.09,-1.11,2.03,0.46,-2.62,EX_PEAK
-0.09,-0.14,1.61,0.39,1.45,1.93,-1.57,1.86,0.54,0.73,0.42,0.39,0.34,1.09,-0.74,EX_PEAK
0.53,-0.58,1.38,-0.00,0.53,0.66,0.59,2.01,-0.07,-0.06,1.03,-0.32,1.24,0.52,-0.47,EX_PEAK
-1.65,1.11,3.80,-0.22,1.86,0.90,-0.02,1.72,0.14,0.36,0.76,-1.34,3.93,-0.25,-3.90,EX_PEAK
-0.30,-0.66,1.10,-1.31,0.74,4.33,-0.03,1.91,0.01,-0.77,0.74,0.57,0.71,0.80,-2.07,EX_PEAK
-0.55,-0.66,1.59,1.42,2.46,1.22,1.11,2.12,0.11,0.12,1.08,-0.33,0.61,-0.11,0.23,EX_PEAK
1.03,0.76,-1.51,2.21,-2.66,-1.90,0.13,-1.67,-0.54,0.74,-2.82,0.68,-0.17,-0.27,1.68,EX_TROU
2.38,0.79,-2.71,3.20,-0.38,-0.44,2.73,-1.69,-0.15,0.40,-0.97,0.86,-0.34,-0.28,2.66,EX_TROU
0.96,0.36,-0.76,2.79,-2.03,-1.46,-0.73,-2.39,0.38,0.22,-1.76,1.00,-0.16,0.20,0.80,EX_TROU
0.96,0.81,-1.28,1.76,-0.19,-1.39,2.98,-0.33,-0.84,-0.35,-2.06,0.08,-0.44,-0.45,1.71,EX_TROU
2.03,0.46,-2.62,2.74,-2.09,-1.23,0.94,0.42,0.15,-0.51,-1.07,1.20,-0.09,-0.14,1.61,EX_TROU
2.59,-0.41,-2.28,-0.25,-2.24,-0.05,-0.79,-0.38,0.02,0.25,-0.81,0.84,0.53,-0.58,1.38,EX_TROU
1.00,0.72,-1.41,2.85,-0.90,-1.55,0.81,-0.39,-0.13,0.99,-2.74,0.67,-0.21,-1.14,1.56,EX_TROU
3.93,-0.25,-3.90,3.19,-1.61,-0.96,0.11,-1.61,0.66,-0.30,-0.66,1.10,-1.31,0.74,4.33,EX_TROU
1.91,0.08,-1.88,0.64,-0.34,-1.41,0.53,-0.47,0.09,-0.07,-1.21,1.65,-0.55,-0.66,1.59,EX_TROU
0.13,0.04,0.07,0.03,-0.04,-0.19,-0.01,-0.69,-0.29,0.16,-3.17,-0.39,2.00,1.75,-0.63,NOT_EX
-0.01,-0.69,-0.29,0.16,-3.17,-0.39,2.00,1.75,-0.63,0.18,2.34,1.46,0.26,0.57,-0.18,NOT_EX
0.18,2.34,1.46,0.26,0.57,-0.18,0.19,-3.33,-0.95,0.42,0.15,-0.32,-0.18,-0.31,-0.11,NOT_EX
0.19,-3.33,-0.95,0.42,0.15,-0.32,-0.18,-0.31,-0.11,-0.06,-1.03,-0.32,-0.02,-6.40,-1.39,NOT_EX
-0.06,-1.03,-0.32,-0.02,-6.40,-1.39,3.62,4.51,1.11,-0.89,2.52,1.74,-0.20,0.33,-0.02,NOT_EX
-0.89,2.52,1.74,-0.20,0.33,-0.02,-0.42,0.01,0.25,0.08,0.05,-0.33,0.03,-0.01,-0.46,NOT_EX
-0.42,0.01,0.25,0.08,0.05,-0.33,0.03,-0.01,-0.46,-0.08,-1.97,-0.37,1.26,-1.41,-0.61,NOT_EX
0.03,-0.01,-0.46,-0.08,-1.97,-0.37,1.26,-1.41,-0.61,0.11,3.61,0.78,-0.86,1.31,0.29,NOT_EX
0.11,3.61,0.78,-0.86,1.31,0.29,0.42,-4.36,-4.13,0.30,0.07,-0.40,-0.08,-0.11,-0.32,NOT_EX
0.42,-4.36,-4.13,0.30,0.07,-0.40,-0.08,-0.11,-0.32,-0.37,-0.24,-0.30,-0.16,-3.98,-1.40,NOT_EX
-0.37,-0.24,-0.30,-0.16,-3.98,-1.40,0.99,2.93,-0.47,-0.34,3.23,0.79,-1.02,0.69,0.27,NOT_EX
0.99,2.93,-0.47,-0.34,3.23,0.79,-1.02,0.69,0.27,1.18,-1.73,-0.82,0.40,0.10,-0.38,NOT_EX
1.18,-1.73,-0.82,0.40,0.10,-0.38,0.33,0.10,-0.32,0.36,-1.74,-0.24,1.10,-1.76,-2.46,NOT_EX
0.36,-1.74,-0.24,1.10,-1.76,-2.46,-1.22,3.52,0.71,0.62,0.63,0.40,0.49,0.02,-0.58,NOT_EX
-1.22,3.52,0.71,0.62,0.63,0.40,0.49,0.02,-0.58,-0.17,-0.17,0.11,-0.43,-0.16,0.10,NOT_EX
0.49,0.02,-0.58,-0.17,-0.17,0.11,-0.43,-0.16,0.10,-0.76,-0.17,0.26,-0.29,0.08,-0.40,NOT_EX
-0.76,-0.17,0.26,-0.29,0.08,-0.40,-0.54,0.54,-0.78,-2.43,0.61,-2.43,-2.43,2.78,-2.46,NOT_EX
-2.43,0.61,-2.43,-2.43,2.78,-2.46,-1.13,1.70,-3.37,-0.88,0.88,-0.89,0.52,-0.06,-0.06,NOT_EX
-1.13,1.70,-3.37,-0.88,0.88,-0.89,0.52,-0.06,-0.06,1.20,0.33,-0.27,0.12,0.08,-0.16,NOT_EX
0.52,-0.06,-0.06,1.20,0.33,-0.27,0.12,0.08,-0.16,-0.07,0.04,-0.13,0.20,-2.58,-0.36,NOT_EX
